DNR Peat Inventory ID #,D_Sample #,D_Sampnum,D_Sampnsub,D_Top Depth (cm),D_Bottom Depth (cm),D_Bulk Density (g/cc),D_Moisture Content (%),D_PH H2O,D_PH CaCl2,D_Ash Content (%),D_Uniq_id,D_Depthnum
AITK-2205223-212,1814,1814,,235.0,250.0,0.16,85.9,5.4,5.2,11.6,272,5
AITK-2205223-212,1815,1815,,285.0,300.0,0.2,81.2,5.6,5.4,19.8,273,6
AITK-2205223-213,1818,1818,,35.0,50.0,0.03,94.0,4.5,3.5,8.9,274,1
AITK-2205223-213,1819,1819,,85.0,100.0,0.1,89.1,4.6,4.1,29.0,275,2
AITK-2205223-518,3137,3137,,35.0,50.0,0.06,92.0,4.7,3.6,7.4,276,1
AITK-2205223-518,3138,3138,,85.0,100.0,0.09,88.6,5.4,4.4,6.4,277,2
AITK-2205223-518,3139,3139,,135.0,150.0,0.12,88.2,5.9,5.0,14.7,278,3
AITK-2304505-1,3349,3349,,35.0,50.0,0.12,88.0,5.6,4.5,7.7,279,1
AITK-2304505-1,3350,3350,,85.0,100.0,0.09,91.7,5.6,4.5,7.2,280,2
AITK-2304505-1,3351,3351,,135.0,150.0,0.11,89.3,5.8,4.6,11.7,281,3
AITK-2304505-1,3352,3352,,185.0,200.0,0.09,90.7,5.8,4.7,7.9,282,4
AITK-2304505-1,3353,3353,,235.0,250.0,0.17,84.6,5.9,5.0,17.2,283,5
AITK-2304505-1,3354,3354,,280.0,295.0,0.28,77.0,5.9,5.3,46.8,284,6
AITK-2304505-12,3361,3361,,35.0,50.0,0.09,90.5,5.9,4.8,9.0,285,1
AITK-2304505-12,3362,3362,,85.0,100.0,0.1,90.4,6.0,4.9,8.6,286,2
AITK-2304505-12,3363,3363,,135.0,150.0,0.11,89.9,6.1,5.0,12.3,287,3
AITK-2304505-12,3364,3364,,185.0,200.0,0.1,90.4,6.2,5.1,9.4,288,4
AITK-2304505-12,3365,3365,,235.0,250.0,0.13,88.2,6.3,5.3,16.9,289,5
AITK-2304505-12,3366,3366,,285.0,300.0,0.15,85.8,6.4,5.4,19.0,290,6
AITK-2304505-12,3367,3367,,350.0,365.0,0.28,76.2,5.6,5.3,48.6,291,7
AITK-2304505-14,3369,3369,,35.0,50.0,0.15,85.9,4.2,3.3,11.3,292,1
AITK-2304505-14,3370,3370,,85.0,100.0,0.13,87.8,5.6,4.6,22.9,293,2
AITK-2304505-14,3371,3371,,135.0,150.0,0.11,89.7,5.8,4.9,10.0,294,3
AITK-2304505-14,3372,3372,,205.0,220.0,0.16,85.2,6.1,5.2,24.3,295,4
AITK-2304505-15,3374,3374,,35.0,50.0,0.12,88.5,4.8,3.9,13.0,296,1
AITK-2304505-15,3375,3375,,85.0,100.0,0.08,91.5,5.5,4.6,8.5,297,2
AITK-2304505-15,3376,3376,,135.0,150.0,0.09,91.0,5.7,4.7,7.1,298,3
AITK-2304505-15,3377,3377,,185.0,200.0,0.08,91.8,6.0,4.9,10.6,299,4
AITK-2304505-15,3378,3378,,235.0,250.0,0.07,92.4,6.1,5.1,9.0,300,5
AITK-2304505-15,3379,3379,,285.0,300.0,0.16,85.2,6.2,5.3,24.4,301,6
AITK-2304505-15,3380,3380,,330.0,345.0,0.22,79.4,6.3,5.5,39.7,302,7
AITK-2304505-2,3356,3356,,35.0,50.0,0.12,88.5,5.4,4.5,9.3,303,1
AITK-2304505-2,3357,3357,,85.0,100.0,0.09,90.9,5.7,4.6,16.1,304,2
AITK-2304505-2,3358,3358,,135.0,150.0,0.11,90.2,5.7,4.6,10.4,305,3
AITK-2304505-2,3359,3359,,165.0,180.0,0.17,84.0,5.8,4.9,22.2,306,4
AITK-2304523-474,3275,3275,,35.0,50.0,,,5.8,4.8,,307,1
AITK-2304523-474,3276,3276,,85.0,100.0,0.11,88.9,6.1,5.2,10.3,308,2
AITK-2304523-474,3277,3277,,135.0,150.0,,,6.2,5.3,,309,3
AITK-2304523-474,3278,3278,,185.0,200.0,0.15,86.5,6.2,5.4,17.1,310,4
AITK-2304523-474,3279,3279,,235.0,250.0,,,6.4,5.5,,311,5
AITK-2304523-474,3280,3280,,285.0,300.0,,,6.5,5.5,,312,6
AITK-2304529-114,3305,3305,,35.0,50.0,0.19,81.7,6.3,5.8,25.5,313,1
AITK-2304529-114,3306,3306,,85.0,100.0,0.18,83.7,6.3,5.7,19.4,314,2
AITK-2304632-519,3288,3288,,35.0,50.0,0.08,89.4,4.9,4.0,10.5,315,1
AITK-2304632-519,3289,3289,,85.0,100.0,0.11,88.4,5.3,4.4,8.2,316,2
AITK-2304632-519,3290,3290,,135.0,150.0,0.08,92.1,5.7,4.8,9.5,317,3
AITK-2304632-519,3291,3291,,185.0,200.0,0.1,89.8,5.8,4.9,10.0,318,4
AITK-2304632-519,3292,3292,,250.0,265.0,0.1,89.9,6.0,5.1,9.3,319,5
AITK-2304632-599,4876,4876,,20.0,30.0,,,4.7,,,320,1
AITK-2304632-599,4877,4877,,20.0,35.0,0.09,88.4,,,11.0,321,2
AITK-2304632-599,4878,4878,,60.0,75.0,0.12,88.8,,,8.6,322,3
AITK-2304632-599,4879,4879,,80.0,95.0,0.1,90.5,,,9.4,323,4
AITK-2304632-599,4880,4880,,115.0,130.0,0.09,91.0,,,7.7,324,5
AITK-2304632-599,4881,4881,,130.0,145.0,0.11,90.0,,,10.0,325,6
AITK-2304632-599,4882,4882,,160.0,175.0,0.09,91.4,,,10.2,326,7
AITK-2304714-427,3262,3262,,35.0,50.0,0.1,90.4,4.3,3.2,7.3,327,1
AITK-2304714-427,3263,3263,,85.0,100.0,0.14,86.7,4.4,3.2,5.6,328,2
AITK-2304714-427,3264,3264,,135.0,150.0,0.16,85.1,4.5,3.4,8.8,329,3
AITK-2304714-427,3265,3265,,185.0,200.0,0.19,82.5,4.9,3.9,13.8,330,4
AITK-2304714-427,3266,3266,,235.0,250.0,0.19,83.1,5.3,4.4,18.6,331,5
AITK-2304714-427,3267,3267,,285.0,300.0,0.37,70.8,5.6,4.7,69.4,332,6
AITK-2304832-71,3232,3232,,35.0,50.0,0.19,81.4,5.6,5.0,28.9,333,1
AITK-2304832-71,3233,3233,,85.0,100.0,0.2,81.0,5.1,4.6,40.0,334,2
AITK-2304832-71,3234,3234,,125.0,140.0,0.18,83.3,5.4,5.1,39.4,335,3
AITK-2304916-371,3198,3198,,35.0,50.0,,,4.7,3.5,,336,1
AITK-2304916-371,3199,3199,,85.0,100.0,,,4.6,3.4,,337,2
AITK-2304916-371,3200,3200,,135.0,150.0,,,5.0,3.8,,338,3
AITK-2304916-371,3201,3201,,185.0,200.0,,,5.5,4.3,,339,4
AITK-2304916-371,3202,3202,,235.0,250.0,0.05,94.9,6.1,5.0,17.5,340,5
AITK-2304916-371,3203,3203,,285.0,300.0,0.05,95.1,6.6,5.3,21.9,341,6
AITK-2305226-105,1981,1981,,35.0,50.0,0.16,85.4,5.2,4.6,13.9,342,1
AITK-2305226-105,1982,1982,,85.0,100.0,0.16,84.8,5.5,4.9,18.3,343,2
AITK-2305226-105,1983,1983,,135.0,150.0,0.13,87.3,5.4,4.8,15.7,344,3
AITK-2305227-106,1985,1985,,35.0,50.0,0.19,81.6,6.4,5.8,18.4,345,1
AITK-2305227-106,1986,1986,,85.0,100.0,0.18,81.1,6.4,5.8,20.8,346,2
AITK-2305227-106,1987,1987,,115.0,130.0,0.22,80.1,6.8,6.3,47.2,347,3
AITK-2404305-104,3337,3337,,35.0,50.0,0.13,88.0,5.6,4.8,8.7,348,1
AITK-2404305-104,3338,3338,,85.0,100.0,0.12,88.4,5.9,4.9,12.3,349,2
AITK-2404305-104,3339,3339,,135.0,150.0,0.12,89.0,6.0,5.0,8.3,350,3
AITK-2404305-104,3340,3340,,185.0,200.0,0.09,90.9,5.9,5.0,8.5,351,4
AITK-2404305-104,3341,3341,,240.0,255.0,0.18,84.1,6.2,5.4,24.2,352,5
AITK-2404315-592,4862,4862,,20.0,35.0,0.13,85.7,,,11.0,353,1
AITK-2404315-592,4863,4863,,30.0,45.0,,,4.2,3.0,,354,2
AITK-2404315-592,4864,4864,,60.0,75.0,0.12,89.3,,,5.7,355,3
AITK-2404315-592,4865,4865,,80.0,95.0,0.12,88.6,,,7.9,356,4
AITK-2404315-592,4866,4866,,130.0,145.0,0.14,87.3,,,10.2,357,5
AITK-2404315-592,4867,4867,,165.0,180.0,0.14,87.2,,,10.2,358,6
AITK-2404315-593,4868,4868,,20.0,30.0,,,4.0,3.1,,359,1
AITK-2404315-593,4869,4869,,30.0,45.0,0.13,86.6,,,9.9,360,2
AITK-2404315-593,4870,4870,,60.0,75.0,0.12,88.6,,,6.5,361,3
AITK-2404315-593,4871,4871,,80.0,95.0,0.11,89.5,,,6.6,362,4
AITK-2404315-593,4872,4872,,115.0,130.0,0.12,88.6,,,11.5,363,5
AITK-2404315-593,4873,4873,,130.0,145.0,0.12,88.8,,,9.2,364,6
AITK-2404315-593,4874,4874,,160.0,180.0,0.11,90.1,,,6.6,365,7
AITK-2404322-589,4853,4853,,10.0,25.0,0.11,88.5,,,12.9,366,1
AITK-2404322-589,4854,4854,,30.0,45.0,0.11,88.7,,,7.5,367,2
AITK-2404322-589,4855,4855,,65.0,80.0,0.16,88.3,,,8.2,368,3
AITK-2404322-589,4856,4856,,83.0,98.0,0.11,89.4,,,7.3,369,4
AITK-2404322-589,4857,4857,,110.0,125.0,0.14,88.0,,,10.8,370,5
AITK-2404322-589,4858,4858,,130.0,145.0,0.13,87.9,,,14.7,371,6
AITK-2404424-108,3299,3299,,35.0,50.0,0.13,85.9,5.9,5.1,12.1,372,1
AITK-2404424-108,3300,3300,,85.0,100.0,0.14,86.9,5.8,4.8,9.3,373,2
AITK-2404424-108,3301,3301,,135.0,150.0,0.11,89.0,5.9,4.9,9.2,374,3
AITK-2404424-108,3302,3302,,185.0,200.0,0.12,88.6,5.9,4.9,13.9,375,4
AITK-2404424-108,3303,3303,,220.0,235.0,0.14,86.7,5.9,4.9,13.8,376,5
AITK-2404513-452,3282,3282,,35.0,50.0,,,5.9,5.0,,377,1
AITK-2404513-452,3283,3283,,85.0,100.0,0.12,88.8,6.0,5.0,9.2,378,2
AITK-2404513-452,3284,3284,,135.0,150.0,,,6.2,5.2,,379,3
AITK-2404513-452,3285,3285,,185.0,200.0,0.12,89.1,6.0,5.3,25.2,380,4
AITK-2404513-452,3286,3286,,235.0,250.0,0.16,85.7,5.8,5.4,47.5,381,5
AITK-2404513-452,3287,3287,,285.0,300.0,0.27,76.1,6.4,6.1,78.1,382,6
AITK-2404731-405,3236,3236,,35.0,50.0,0.11,88.6,5.1,4.3,9.2,383,1
AITK-2404731-405,3237,3237,,85.0,100.0,0.11,89.6,5.5,4.5,6.6,384,2
AITK-2404731-405,3238,3238,,135.0,150.0,0.12,88.7,5.6,4.5,9.4,385,3
AITK-2404731-405,3239,3239,,185.0,200.0,0.11,89.9,5.7,4.6,4.8,386,4
AITK-2404731-405,3240,3240,,235.0,250.0,0.19,83.1,5.6,4.7,43.7,387,5
AITK-2404805-9,1435,1435,,35.0,50.0,0.1,90.1,3.7,3.1,3.4,388,1
AITK-2404805-9,1436,1436,,85.0,100.0,0.11,89.4,4.0,3.4,7.2,389,2
AITK-2404805-9,1437,1437,,135.0,150.0,0.14,87.2,4.5,4.0,11.1,390,3
AITK-2404805-9,1438,1438,,185.0,200.0,0.14,86.1,5.1,4.4,14.5,391,4
AITK-2404806-10,1440,1440,,35.0,50.0,0.23,77.7,3.8,3.2,5.7,392,1
AITK-2404806-10,1441,1441,,85.0,100.0,0.2,80.5,4.3,3.7,8.9,393,2
AITK-2404806-10,1442,1442,,135.0,150.0,0.3,73.8,4.9,4.3,14.7,394,3
AITK-2404806-10,1443,1443,,152.0,167.0,0.2,82.1,5.0,4.5,19.7,395,4
AITK-2404806-11,1446,1446,,35.0,50.0,0.21,80.7,4.3,3.8,9.3,396,1
AITK-2404806-11,1447,1447,,85.0,100.0,0.2,80.7,4.7,4.2,7.1,397,2
AITK-2404806-12,1450,1450,,35.0,50.0,0.18,82.3,4.6,4.2,11.0,398,1
AITK-2404806-12,1451,1451,,85.0,100.0,0.16,84.7,5.1,4.6,16.1,399,2
AITK-2404806-12,1452,1452,,135.0,150.0,0.33,70.8,5.0,4.8,,400,3
AITK-2404806-13,1454,1454,,35.0,50.0,0.17,80.3,6.1,5.0,21.0,401,1
AITK-2404806-13,1455,1455,,77.0,92.0,0.27,73.5,5.7,5.1,22.4,402,2
AITK-2404808-5,1428,1428,,35.0,50.0,0.16,84.0,4.1,3.3,7.9,403,1
AITK-2404808-5,1429,1429,,84.0,99.0,0.12,87.5,4.6,4.0,9.9,404,2
AITK-2404808-5,1430,1430,,135.0,150.0,0.16,85.6,5.1,4.4,15.0,405,3
AITK-2404808-6,1432,1432,,55.0,65.0,,82.5,4.2,3.9,14.7,406,1
AITK-2404808-7,1433,1433,,26.0,41.0,0.14,87.2,3.8,3.5,17.8,407,1
AITK-2404808-8,1434,1434,,35.0,50.0,0.17,82.4,3.7,3.2,9.0,408,1
AITK-2404809-4,1423,1423,,45.0,60.0,0.14,85.5,4.2,3.5,6.8,409,1
AITK-2404809-4,1424,1424,,84.0,99.0,0.14,86.3,4.6,3.9,7.8,410,2
AITK-2404809-4,1425,1425,,135.0,150.0,0.16,84.9,5.0,4.3,12.2,411,3
AITK-2404809-4,1426,1426,,172.0,187.0,0.17,82.2,5.2,4.6,16.8,412,4
AITK-2404906-13,3194,3194,,35.0,50.0,0.17,84.3,5.3,4.4,10.3,413,1
AITK-2404906-13,3195,3195,,85.0,100.0,0.13,87.4,5.6,4.7,8.7,414,2
AITK-2404906-13,3196,3196,,160.0,175.0,0.3,74.4,6.1,5.4,55.2,415,3
AITK-2405007-15,1694,1694,,15.0,30.0,0.2,79.3,5.3,4.7,26.6,416,1
AITK-2405007-16,1696,1696,,15.0,30.0,0.2,80.9,5.9,5.3,24.7,417,1
AITK-2405016-1,1633,1633,,20.0,35.0,0.2,79.6,3.7,3.3,14.8,418,1
AITK-2405016-2,1635,1635,,35.0,50.0,0.17,84.7,3.8,3.2,11.5,419,1
AITK-2405016-4,1637,1637,,35.0,50.0,0.18,83.0,4.0,3.4,8.6,420,1
AITK-2405020-8,1654,1654,,35.0,50.0,0.14,86.7,4.6,4.1,6.8,421,1
AITK-2405020-8,1655,1655,,85.0,100.0,0.12,88.2,4.8,4.4,9.3,422,2
AITK-2405020-8,1656,1656,,135.0,150.0,0.13,87.2,5.1,4.7,9.3,423,3
AITK-2405020-9,1658,1658,,35.0,50.0,0.12,88.2,3.8,3.2,7.6,424,1
AITK-2405020-9,1659,1659,,85.0,100.0,0.1,90.0,4.4,3.9,7.3,425,2
AITK-2405020-9,1660,1660,,135.0,150.0,0.1,90.0,4.9,4.4,6.9,426,3
AITK-2405020-9,1661,1661,,185.0,200.0,0.12,87.9,5.2,4.8,10.9,427,4
AITK-2405020-9,1662,1662,,235.0,250.0,0.12,88.8,5.4,4.9,6.2,428,5
AITK-2405020-9,1663,1663,,285.0,300.0,0.16,84.5,5.5,5.1,14.1,429,6
AITK-2405020-9,1664,1664,,335.0,350.0,0.2,82.4,5.5,5.1,14.5,430,7
AITK-2405021-5,1639,1639,,35.0,50.0,0.15,85.8,4.0,3.2,8.2,431,1
AITK-2405021-6,1641,1641,,35.0,50.0,0.15,85.8,3.7,2.8,6.6,432,1
AITK-2405021-6,1642,1642,,85.0,100.0,0.09,90.3,4.1,3.4,5.8,433,2
AITK-2405021-6,1643,1643,,135.0,150.0,0.12,88.5,4.6,3.8,10.2,434,3
AITK-2405021-6,1644,1644,,185.0,200.0,0.12,87.6,5.0,4.2,9.3,435,4
AITK-2405021-6,1645,1645,,235.0,250.0,0.17,84.3,5.2,4.7,12.4,436,5
AITK-2405021-6,1646,1646,,285.0,300.0,0.23,78.4,5.4,4.8,37.9,437,6
AITK-2405021-7,1648,1648,,35.0,50.0,0.15,85.4,3.7,2.8,6.4,438,1
AITK-2405021-7,1649,1649,,85.0,100.0,0.11,88.6,4.8,4.1,9.2,439,2
AITK-2405021-7,1650,1650,,135.0,150.0,0.11,89.3,5.0,4.3,7.7,440,3
AITK-2405021-7,1651,1651,,185.0,200.0,0.14,86.0,5.5,4.9,9.5,441,4
AITK-2405021-7,1652,1652,,213.0,228.0,0.22,80.5,5.6,5.0,22.3,442,5
AITK-2405030-10,1668,1668,,35.0,50.0,0.11,88.4,4.0,3.2,5.0,443,1
AITK-2405030-10,1669,1669,,85.0,100.0,0.1,89.5,4.4,3.6,5.2,444,2
AITK-2405030-10,1670,1670,,135.0,150.0,0.12,88.4,5.0,4.0,9.6,445,3
AITK-2405030-10,1671,1671,,185.0,200.0,0.1,89.8,5.1,4.2,5.6,446,4
AITK-2405030-10,1672,1672,,235.0,250.0,0.17,85.1,5.2,4.4,18.1,447,5
AITK-2405030-10,1673,1673,,285.0,300.0,0.14,86.3,5.3,4.6,12.5,448,6
AITK-2405030-10,1674,1674,,335.0,350.0,0.14,87.6,4.8,4.4,12.8,449,7
AITK-2405030-10,1675,1675,,372.0,387.0,0.13,86.7,4.6,4.3,25.5,450,8
AITK-2405030-11,1677,1677,,35.0,50.0,0.11,89.5,4.2,3.9,5.7,451,1
AITK-2405030-11,1678,1678,,85.0,100.0,0.12,88.3,4.9,4.5,7.3,452,2
AITK-2405030-11,1679,1679,,135.0,150.0,0.12,88.9,5.1,4.6,10.6,453,3
AITK-2405030-11,1680,1680,,185.0,200.0,0.12,87.7,5.4,5.0,10.2,454,4
AITK-2405030-11,1681,1681,,235.0,250.0,0.17,84.6,5.6,5.2,17.3,455,5
AITK-2405030-11,1682,1682,,285.0,300.0,0.19,82.1,5.7,5.4,32.4,456,6
AITK-2405030-11,1683,1683,,309.0,324.0,0.16,85.1,5.1,4.8,21.2,457,7
AITK-2405031-12,1685,1685,,35.0,50.0,0.12,87.8,4.2,3.8,8.6,458,1
AITK-2405031-12,1686,1686,,85.0,100.0,0.13,86.8,5.0,4.5,13.7,459,2
AITK-2405031-12,1687,1687,,135.0,150.0,0.13,87.8,5.3,5.0,8.1,460,3
AITK-2405031-12,1688,1688,,172.0,187.0,0.18,83.0,5.4,5.1,18.5,461,4
AITK-2405102-19,1582,1582,,35.0,50.0,0.13,87.6,3.8,3.0,4.4,462,1
AITK-2405102-19,1583,1583,,85.0,100.0,0.14,86.7,4.0,3.6,8.0,463,2
AITK-2405102-19,1584,1584,,135.0,150.0,0.13,88.2,4.6,4.3,9.2,464,3
AITK-2405102-19,1585,1585,,185.0,200.0,0.15,85.8,5.1,4.8,13.0,465,4
AITK-2405102-19,1586,1586,,235.0,250.0,0.18,82.4,5.4,5.0,17.0,466,5
AITK-2405102-19,1587,1587,,262.0,277.0,0.22,80.3,5.4,5.1,24.4,467,6
AITK-2405102-20,1589,1589,,35.0,50.0,0.12,87.6,4.0,3.4,4.1,468,1
AITK-2405102-20,1590,1590,,85.0,100.0,0.11,89.3,4.3,3.8,6.7,469,2
AITK-2405102-20,1591,1591,,135.0,150.0,0.15,86.6,5.6,5.1,10.8,470,3
AITK-2405102-20,1592,1592,,185.0,200.0,0.15,85.3,5.6,4.9,13.4,471,4
AITK-2405102-20,1593,1593,,207.0,222.0,0.23,80.1,6.2,5.6,38.8,472,5
AITK-2405102-21,1612,1612,,35.0,50.0,0.14,87.0,3.4,2.6,5.8,473,1
AITK-2405102-21,1613,1613,,85.0,100.0,0.14,86.7,3.6,3.0,5.2,474,2
AITK-2405102-21,1614,1614,,135.0,150.0,0.17,85.4,4.3,3.8,7.2,475,3
AITK-2405102-21,1615,1615,,161.0,176.0,0.18,84.2,4.6,4.0,8.0,476,4
AITK-2405102-23,1621,1621,,40.0,55.0,0.13,87.3,3.7,2.9,9.4,477,1
AITK-2405102-23,1622,1622,,85.0,100.0,0.15,85.5,4.3,4.0,9.6,478,2
AITK-2405102-23,1623,1623,,118.0,133.0,0.2,81.4,4.9,4.6,16.7,479,3
AITK-2405102-24,1626,1626,,35.0,50.0,0.16,84.2,3.7,3.2,7.9,480,1
AITK-2405102-24,1627,1627,,85.0,100.0,0.16,84.5,4.9,4.6,12.2,481,2
AITK-2405102-24,1628,1628,,120.0,135.0,0.25,77.3,5.4,5.0,32.4,482,3
AITK-2405102-25,1630,1630,,35.0,50.0,0.16,84.3,3.6,3.1,8.1,483,1
AITK-2405102-25,1631,1631,,70.0,85.0,0.22,79.4,4.6,4.0,17.5,484,2
AITK-2405103-22,1617,1617,,35.0,50.0,0.1,89.2,3.6,2.7,9.8,485,1
AITK-2405103-22,1618,1618,,85.0,100.0,0.17,83.9,4.0,3.5,12.4,486,2
AITK-2405103-22,1619,1619,,135.0,150.0,0.18,83.6,4.9,4.3,9.9,487,3
AITK-2405104-18,1572,1572,,35.0,50.0,0.15,86.4,5.0,4.6,9.2,488,1
AITK-2405104-18,1573,1573,,85.0,100.0,0.14,86.3,5.2,4.7,8.7,489,2
AITK-2405104-18,1574,1574,,135.0,150.0,0.2,82.7,5.5,5.0,12.2,490,3
AITK-2405104-18,1575,1575,,185.0,200.0,0.2,79.6,5.7,5.2,15.4,491,4
AITK-2405104-18A,1578,1578,,35.0,50.0,0.14,86.6,5.4,4.8,12.2,492,1
AITK-2405104-18A,1579,1579,,85.0,100.0,0.15,85.3,5.4,4.8,8.9,493,2
AITK-2405104-18A,1580,1580,,135.0,150.0,0.2,82.3,5.6,5.0,12.7,494,3
AITK-2405104-53,2008,2008,,35.0,50.0,0.12,87.6,5.2,5.0,12.0,495,1
AITK-2405104-53,2009,2009,,85.0,100.0,0.11,89.2,5.3,5.0,11.1,496,2
AITK-2405104-53,2010,2010,,135.0,150.0,0.1,90.1,5.5,5.2,8.8,497,3
AITK-2405104-53,2011,2011,,185.0,200.0,0.12,88.1,5.8,5.4,10.0,498,4
AITK-2405104-53,2012,2012,,235.0,250.0,0.17,84.8,5.5,5.4,13.6,499,5
AITK-2405104-53,2013,2013,,285.0,300.0,0.2,82.4,5.7,5.4,15.2,500,6
AITK-2405104-53,2014,2014,,333.0,348.0,0.26,76.7,5.6,5.4,34.0,501,7
AITK-2405105-51,1994,1994,,35.0,50.0,0.12,88.3,5.0,4.1,8.4,502,1
AITK-2405105-51,1995,1995,,85.0,100.0,0.09,90.9,5.3,4.2,9.8,503,2
AITK-2405105-51,1996,1996,,135.0,150.0,0.09,91.2,5.4,4.3,8.1,504,3
AITK-2405105-51,1997,1997,,185.0,200.0,0.09,90.9,5.4,4.6,11.9,505,4
AITK-2405105-51,1998,1998,,235.0,250.0,0.12,89.0,5.6,4.9,9.8,506,5
AITK-2405105-51,1999,1999,,285.0,300.0,0.16,86.0,5.7,4.9,14.6,507,6
AITK-2405105-51,2000,2000,,308.0,323.0,0.17,84.2,5.8,5.1,18.0,508,7
AITK-2405105-52,2003,2003,,35.0,50.0,0.11,88.4,5.4,5.2,9.3,509,1
AITK-2405105-52,2004,2004,,85.0,100.0,0.1,89.7,5.7,5.3,12.4,510,2
AITK-2405105-52,2005,2005,,113.0,128.0,0.17,85.1,5.6,5.2,36.1,511,3
AITK-2405106-50,1988,1988,,35.0,50.0,0.13,88.1,5.2,4.4,10.6,512,1
AITK-2405106-50,1989,1989,,85.0,100.0,0.1,89.9,5.4,4.8,11.9,513,2
AITK-2405106-50,1990,1990,,135.0,150.0,0.09,91.0,5.2,4.8,8.3,514,3
AITK-2405106-50,1991,1991,,185.0,200.0,0.12,88.7,5.6,4.5,14.2,515,4
AITK-2405106-50,1992,1992,,200.0,215.0,0.13,87.9,5.6,4.8,13.5,516,5
AITK-2405117-54,2016,2016,,35.0,50.0,0.18,83.5,5.2,4.8,17.0,517,1
AITK-2405117-54,2017,2017,,85.0,100.0,0.19,82.4,5.4,5.0,17.4,518,2
AITK-2405117-54,2018,2018,,133.0,148.0,0.37,70.1,5.2,5.0,54.9,519,3
AITK-2405120-56,3128,3128,,35.0,50.0,0.17,83.7,6.1,5.1,13.7,520,1
AITK-2405120-56,3129,3129,,85.0,100.0,,,5.8,5.1,,521,2
AITK-2405120-56,3130,3130,,135.0,150.0,,,6.0,5.3,,522,3
AITK-2405120-56,3131,3131,,185.0,200.0,,,6.2,5.5,,523,4
AITK-2405120-57,2032,2032,,35.0,50.0,0.14,84.9,5.5,5.2,11.1,524,1
AITK-2405120-57,2033,2033,,85.0,100.0,0.17,83.7,5.6,5.4,12.1,525,2
AITK-2405120-57,2034,2034,,135.0,150.0,0.2,82.6,5.9,5.5,17.6,526,3
AITK-2405129-58,2036,2036,,35.0,50.0,0.21,75.4,5.7,5.6,18.6,527,1
AITK-2405129-58,2037,2037,,85.0,100.0,0.22,79.8,5.6,5.3,18.3,528,2
AITK-2405129-58,2038,2038,,135.0,150.0,0.22,80.6,5.6,5.4,22.4,529,3
AITK-2405129-59,2040,2040,,35.0,50.0,0.19,82.2,6.4,6.2,18.9,530,1
AITK-2405208-7,1372,1372,,35.0,50.0,,83.0,5.3,4.8,31.2,531,1
AITK-2405209-5,1366,1366,,35.0,50.0,0.17,83.6,4.0,3.5,9.4,532,1
AITK-2405209-5,1367,1367,,85.0,100.0,0.17,84.8,4.4,3.9,7.6,533,2
AITK-2405209-6,3118,3118,,35.0,50.0,0.18,82.5,5.2,4.7,17.3,534,1
AITK-2405209-6,3119,3119,,85.0,100.0,0.15,84.5,5.5,4.9,10.9,535,2
AITK-2405209-6,3120,3120,,135.0,150.0,0.2,82.4,5.6,5.1,18.4,536,3
AITK-2405209-6,3121,3121,,185.0,200.0,0.31,71.8,5.7,5.4,52.6,537,4
AITK-2405210-28,1362,1362,,35.0,50.0,0.12,87.4,6.0,5.3,13.2,538,1
AITK-2405210-28,1363,1363,,85.0,100.0,0.17,84.1,5.7,5.3,11.9,539,2
AITK-2405210-28,1364,1364,,110.0,125.0,0.18,82.2,,,13.0,540,3
AITK-2405210-28,1365,1365,,135.0,150.0,,81.5,6.0,5.4,17.7,541,4
AITK-2405211-27,1353,1353,,35.0,55.0,0.13,86.9,5.1,4.4,12.9,542,1
AITK-2405211-27,1354,1354,,85.0,100.0,0.13,87.8,5.4,4.7,9.4,543,2
AITK-2405211-27,1355,1355,,135.0,150.0,0.12,89.6,5.5,4.8,7.1,544,3
AITK-2405211-27,1356,1356,,185.0,200.0,0.11,90.0,5.6,5.0,8.0,545,4
AITK-2405211-27,1357,1357,,235.0,250.0,0.15,86.2,5.5,4.9,3.8,546,5
AITK-2405211-27,1358,1358,,285.0,300.0,0.18,83.4,4.8,4.6,16.0,547,6
AITK-2405211-27,1359,1359,,335.0,350.0,0.14,87.6,5.2,5.0,8.9,548,7
AITK-2405211-27,1360,1360,,385.0,400.0,0.14,87.8,5.0,4.8,7.8,549,8
AITK-2405211-27,1361-1,1361,1.0,390.0,405.0,0.12,89.8,,,7.6,550,9
AITK-2405211-27,1361-2,1361,2.0,435.0,450.0,,,5.4,5.0,,551,10
AITK-2405212-1,1345,1345,,35.0,50.0,0.1,87.5,5.4,5.0,17.0,552,1
AITK-2405212-1,1346,1346,,85.0,100.0,0.12,88.2,5.2,4.8,10.8,553,2
AITK-2405212-1,1347,1347,,135.0,150.0,0.15,86.2,5.6,5.0,11.8,554,3
AITK-2405212-1,1348,1348,,185.0,200.0,0.16,85.6,5.7,5.0,10.6,555,4
AITK-2405212-1,1349,1349,,235.0,250.0,0.16,85.5,5.6,5.3,12.2,556,5
AITK-2405212-1,1350,1350,,285.0,300.0,0.18,84.2,5.7,5.4,16.2,557,6
AITK-2405212-26,1351,1351,,35.0,50.0,0.12,84.1,4.0,3.3,7.5,558,1
AITK-2405212-26,1352,1352,,65.0,80.0,0.17,84.1,4.3,3.6,7.6,559,2
AITK-2405216-8,1373,1373,,35.0,50.0,0.16,83.0,5.2,4.7,23.3,560,1
