DNR Peat Inventory ID #,P_Sampnum,P_Top Depth (cm),P_Bottom Depth (cm),P_Btu/lb,P_Moisture Content (%),P_Ash Content (%),P_Volatiles (%),P_Fixed Carbon (%),P_Uniq_id,P_Depthnum
STLO-1705531-385,5113,100,115.0,,91.2,,,,764,4
STLO-1705531-385,5114,135,150.0,,91.7,7.7,,,765,5
STLO-1705531-385,5115,160,175.0,,92.6,,,,766,6
STLO-1705531-385,5116,190,205.0,,90.1,6.5,,,767,7
STLO-1705531-385,5117,205,220.0,8514.0,90.1,,,,768,8
STLO-1705531-395,5101,54,101.0,9073.0,91.9,5.3,,,769,1
STLO-1705531-395,5102,113,163.0,8342.0,91.7,6.1,,,770,2
STLO-1705531-395,5103,206,255.0,9073.0,89.9,7.6,,,771,3
STLO-1805218-88,662,35,50.0,8165.0,,6.8,75.9,17.3,772,1
STLO-1805218-88,663,84,99.0,8752.0,,3.6,77.6,18.7,773,2
STLO-1805218-88,664,135,150.0,8780.0,,4.2,78.5,17.3,774,3
STLO-1805218-88,665,184,199.0,8778.0,,7.6,73.6,18.8,775,4
STLO-1805218-88,666,235,250.0,8803.0,,4.8,72.8,22.4,776,5
STLO-1805218-88,667,284,299.0,7833.0,,15.6,64.4,20.0,777,6
STLO-1805218-88,668,315,330.0,6814.0,,26.7,56.6,16.6,778,7
STLO-1805320-163,1239,35,50.0,7860.0,,9.1,71.2,19.7,779,1
STLO-1805320-163,1240,85,100.0,7877.0,,9.1,72.3,18.6,780,2
STLO-1805320-163,1242,185,200.0,7790.0,,12.0,70.3,17.7,781,3
STLO-1805320-163,1243,235,250.0,8188.0,,8.9,71.1,20.0,782,4
STLO-1805331-617,3953,0,50.0,8652.0,86.1,9.6,62.2,28.2,783,1
STLO-1805331-617,3954,85,135.0,8633.0,85.4,9.6,61.4,29.0,784,2
STLO-1805516-523,3913,30,47.0,9141.0,88.7,6.3,68.5,25.2,785,1
STLO-1805516-523,3914,64,87.0,8838.0,87.8,10.8,64.2,25.0,786,2
STLO-1805516-523,3915,127,150.0,9151.0,88.6,8.5,65.2,26.3,787,3
STLO-1805536-393,5124,55,100.0,8858.0,91.2,7.6,,,788,1
STLO-1805536-393,5125,115,160.0,,92.0,3.3,,,789,2
STLO-1805536-393,5126,205,250.0,,87.8,8.4,,,790,3
STLO-1805536-394,5127,60,105.0,8428.0,89.8,6.8,,,791,1
STLO-1805536-394,5128,115,164.0,,92.3,6.2,,,792,2
STLO-1805536-394,5129,205,255.0,8643.0,89.4,9.8,,,793,3
STLO-1805536-A800+-0,3924,80,150.0,9254.0,90.6,7.2,65.7,27.1,794,1
STLO-1805536-A800+-0,3926,200,230.0,8761.0,88.1,31.4,59.8,8.8,795,2
STLO-1805536-A800+-0,3927,0,40.0,8762.0,79.3,9.4,64.7,25.9,796,3
STLO-1806226-94,3583,30,60.0,8767.0,90.2,7.9,66.2,25.9,797,1
STLO-1806226-94,3584,60,120.0,8764.0,87.8,9.7,61.7,28.6,798,2
STLO-1806226-94,3585,120,180.0,9054.0,88.2,8.2,61.6,30.2,799,3
STLO-1806229-97,3559,60,75.0,8555.0,89.8,17.9,57.0,25.1,800,1
STLO-1806229-97,3560,170,185.0,9006.0,85.9,8.2,63.2,28.6,801,2
STLO-1806229-97,3561,250,265.0,8107.0,79.9,7.4,63.9,28.7,802,3
STLO-1905102-31,496,35,50.0,7685.0,,3.0,80.9,16.1,803,1
STLO-1905102-31,498,135,150.0,7899.0,,2.3,81.6,16.1,804,2
STLO-1905102-31,500,235,250.0,8433.0,,4.4,79.1,16.6,805,3
STLO-1905102-31,502,335,350.0,8325.0,,6.8,71.6,21.6,806,4
STLO-1905102-31,844,435,450.0,7578.0,,17.9,65.4,16.7,807,5
STLO-1905102-31,846,510,525.0,8363.0,,7.3,73.3,19.5,808,6
STLO-1905110-32,5141,61,91.0,8100.0,93.1,2.0,75.9,22.1,809,1
STLO-1905110-32,5142,91,122.0,8634.0,92.5,3.9,72.5,23.6,810,2
STLO-1905110-32,5143,122,152.0,8681.0,93.1,2.6,73.1,24.3,811,3
STLO-1905110-32,5144,152,183.0,8751.0,92.6,3.1,72.6,24.3,812,4
STLO-1905110-32,5145,183,213.0,9173.0,91.4,5.1,69.0,25.9,813,5
STLO-1905110-32,5146,213,244.0,9320.0,91.0,3.8,69.9,26.3,814,6
STLO-1905110-32,5147,244,274.0,9432.0,91.4,4.6,68.9,26.5,815,7
STLO-1905110-32,5148,274,305.0,9446.0,90.1,7.6,65.0,27.4,816,8
STLO-1905110-32,5149,305,335.0,9303.0,89.8,6.4,64.2,29.4,817,9
STLO-1905110-32,5150,335,366.0,9269.0,89.6,7.4,63.3,29.3,818,10
STLO-1905110-32,5151,366,396.0,9161.0,89.0,9.8,60.1,30.1,819,11
STLO-1905110-38,5130,61,91.0,8337.0,90.5,8.0,69.6,22.4,820,1
STLO-1905110-38,5131,91,122.0,7889.0,94.3,2.1,77.2,20.7,821,2
STLO-1905110-38,5132,122,152.0,8098.0,93.4,1.9,75.0,23.1,822,3
STLO-1905110-38,5133,152,183.0,8654.0,93.0,2.3,74.5,23.2,823,4
STLO-1905110-38,5134,183,213.0,8822.0,91.7,4.0,70.8,25.2,824,5
STLO-1905110-38,5135,213,244.0,9118.0,93.8,3.6,72.5,23.9,825,6
STLO-1905110-38,5136,244,274.0,8514.0,94.9,2.7,76.8,20.5,826,7
STLO-1905110-38,5137,274,305.0,9370.0,92.2,4.6,70.6,24.8,827,8
STLO-1905110-38,5138,305,335.0,9454.0,92.4,5.0,68.6,26.4,828,9
STLO-1905110-38,5139,335,366.0,9136.0,90.1,9.0,63.1,27.9,829,10
STLO-1905110-38,5140,366,396.0,9432.0,90.1,7.2,64.7,28.1,830,11
STLO-1905111-37,5152,61,91.0,8821.0,89.9,5.1,69.0,25.9,831,1
STLO-1905111-37,5153,91,122.0,8706.0,93.7,2.8,72.8,24.4,832,2
STLO-1905111-37,5154,122,152.0,8570.0,93.6,2.0,74.7,23.3,833,3
STLO-1905111-37,5155,152,183.0,8731.0,93.3,2.0,74.2,23.8,834,4
STLO-1905111-37,5156,183,213.0,8811.0,91.9,2.1,73.8,24.1,835,5
STLO-1905111-37,5157,213,244.0,8710.0,94.3,2.2,74.8,23.0,836,6
STLO-1905111-37,5158,244,274.0,9088.0,93.8,3.4,72.4,24.2,837,7
STLO-1905111-37,5159,274,305.0,9461.0,93.2,3.7,71.1,25.2,838,8
STLO-1905111-37,5160,305,335.0,9559.0,91.0,5.2,67.7,27.1,839,9
STLO-1905111-37,5161,335,366.0,9543.0,90.4,5.9,67.1,27.0,840,10
STLO-1905415-221,888,35,50.0,7582.0,,3.9,79.9,16.2,841,1
STLO-1905415-221,889,84,99.0,7317.0,,9.9,76.1,14.0,842,2
STLO-1905415-221,890,135,150.0,8827.0,,4.4,77.4,18.2,843,3
STLO-1905415-221,891,167,182.0,8384.0,,15.6,68.1,16.2,844,4
STLO-1905424-474,3920,50,80.0,9392.0,89.0,6.5,69.9,23.6,845,1
STLO-1905424-474,3921,175,210.0,8245.0,86.6,14.2,57.4,28.4,846,2
STLO-1905424-474,3922,220,285.0,8193.0,85.0,16.8,57.6,25.6,847,3
STLO-1905425-473,3818,107,125.0,8682.0,86.0,12.1,63.0,24.9,848,1
STLO-1905425-473,3916,20,50.0,9336.0,86.2,9.0,69.6,21.4,849,2
STLO-1905425-473,3917,80,107.0,8894.0,85.5,12.2,63.2,24.6,850,3
STLO-2005212-616,3951,13,50.0,9007.0,82.4,8.7,61.9,29.4,851,1
STLO-2005212-616,3952,75,125.0,8561.0,83.3,12.3,58.0,29.7,852,2
STLO-2005303-524,3907,38,73.0,9424.0,90.4,8.1,70.6,21.3,853,1
STLO-2005303-524,3908,143,172.0,9284.0,89.9,13.9,65.3,20.8,854,2
STLO-2005303-524,3909,235,280.0,8662.0,89.6,12.6,61.9,25.5,855,3
STLO-2005308-613,3944,10,60.0,8609.0,86.3,11.2,59.2,29.6,856,1
STLO-2005308-613,3945,75,125.0,8424.0,82.2,12.4,56.6,31.0,857,2
STLO-2005315-525,3910,15,65.0,8687.0,90.1,6.5,70.2,23.3,858,1
STLO-2005315-525,3911,110,159.0,9321.0,87.7,8.3,69.1,22.6,859,2
STLO-2005315-525,3912,175,225.0,8854.0,87.1,10.2,64.4,25.4,860,3
STLO-2005316-614,3946,0,50.0,8974.0,90.1,10.2,63.3,26.5,861,1
STLO-2005316-614,3947,75,125.0,9042.0,86.5,11.0,58.8,30.2,862,2
STLO-2005336-618,3955,0,50.0,8990.0,88.2,7.3,66.5,26.2,863,1
STLO-2005336-618,3956,60,110.0,9164.0,88.2,6.8,64.8,28.4,864,2
STLO-2005423-235,435,35,50.0,7694.0,,6.7,77.3,16.0,865,1
STLO-2005423-235,436,84,99.0,7899.0,,6.2,76.4,17.4,866,2
STLO-2005423-235,437,135,150.0,8244.0,,4.4,75.8,19.9,867,3
STLO-2005423-235,438,184,199.0,8660.0,,6.1,74.0,19.9,868,4
STLO-2005423-235,439,235,250.0,8858.0,,6.9,73.0,20.2,869,5
STLO-2005423-235,440,284,299.0,7686.0,,15.7,64.7,19.7,870,6
STLO-2005423-235,441,335,350.0,8215.0,,11.4,67.3,21.1,871,7
STLO-2005423-235,442,355,360.0,6235.0,,31.7,54.2,14.1,872,8
STLO-2005435-249,371,84,99.0,8606.0,,7.4,74.5,18.1,873,1
STLO-2005435-249,372,135,150.0,8725.0,,6.3,73.9,19.7,874,2
STLO-2005435-249,373,184,199.0,8357.0,,7.7,73.7,18.6,875,3
STLO-2005435-249,374,235,250.0,8317.0,,8.9,72.0,19.1,876,4
STLO-2005435-249,375,284,299.0,8238.0,,8.9,71.2,19.9,877,5
STLO-2005435-249,376,335,350.0,8334.0,,9.4,69.9,20.7,878,6
STLO-2005435-249,377,384,399.0,8406.0,,10.3,67.7,22.0,879,7
STLO-2005435-249,378,415,430.0,7356.0,,20.6,61.8,17.6,880,8
STLO-2005517-T23,4440,60,75.0,8036.0,,,,,881,1
STLO-2005517-T23,4442,130,145.0,8418.0,,,,,882,2
STLO-2005517-T23,4444,180,195.0,8176.0,,,,,883,3
STLO-2005519-T27,4423,32,47.0,8399.0,,,,,884,1
STLO-2005519-T27,4425,80,95.0,8027.0,,,,,885,2
STLO-2005519-T27,4426,125,140.0,8485.0,,,,,886,3
STLO-2005529-T38,4660,32,47.0,8077.0,,,,,887,1
STLO-2005529-T38,4663,175,190.0,8481.0,,,,,888,2
STLO-2005616-A+800-1600,4685,15,30.0,9080.0,,,,,889,1
STLO-2005616-A+800-1600,4687,135,150.0,9146.0,,,,,890,2
STLO-2005616-A+800-1600,4689,150,165.0,9180.0,,,,,891,3
STLO-2005616-A+800-1600,4690,165,180.0,8720.0,,,,,892,4
STLO-2005616-A+800-1600,4693,30,45.0,9394.0,,,,,893,5
STLO-2005616-A+800-1600,4694,45,60.0,9884.0,,,,,894,6
STLO-2005616-A+800-1600,4695,60,75.0,8066.0,,,,,895,7
STLO-2005616-A+800-1600,4696,75,90.0,9360.0,,,,,896,8
STLO-2005616-A+800-1600,4697,90,105.0,9341.0,,,,,897,9
STLO-2005616-A+800-1600,4698,105,120.0,9313.0,,,,,898,10
STLO-2005616-A+800-1600,4699,120,135.0,8468.0,,,,,899,11
STLO-2005616-A+800-1600,4700,180,195.0,8407.0,,,,,900,12
STLO-2005617-A-700-800,4677,45,60.0,7595.0,,,,,901,1
STLO-2005617-A-700-800,4678,60,75.0,8067.0,,,,,902,2
STLO-2005617-A-700-800,4679,75,90.0,7405.0,,,,,903,3
STLO-2005617-A-700-800,4680,120,135.0,8084.0,,,,,904,4
STLO-2005617-A-700-800,4681,135,150.0,8060.0,,,,,905,5
STLO-2005617-A-700-800,4682,150,165.0,7767.0,,,,,906,6
STLO-2005617-A-700-800,4683,165,180.0,8199.0,,,,,907,7
STLO-2005617-A-700-800,4684,180,195.0,8322.0,,,,,908,8
STLO-2005617-A-700-800,4701,90,105.0,8298.0,,,,,909,9
STLO-2005617-A-700-800,4704,105,120.0,8179.0,,,,,910,10
STLO-2005617-A-700-800,4706,15,30.0,8347.0,,,,,911,11
STLO-2005617-A-700-800,4707,30,45.0,8064.0,,,,,912,12
STLO-2005617-R21,4311,30,45.0,8331.0,,,,,913,1
STLO-2005617-R21,4313,70,85.0,8061.0,,,,,914,2
STLO-2005617-R21,4314,125,140.0,7777.0,,,,,915,3
STLO-2005617-R9,4363,75,90.0,8022.0,,,,,916,1
STLO-2005617-R9,4365,125,140.0,7833.0,,,,,917,2
STLO-2005617-R9,4367,175,190.0,8053.0,,,,,918,3
STLO-2006235-198,3005,85,100.0,8460.0,92.5,8.2,66.3,25.5,919,1
STLO-2006235-198,3007,185,200.0,8917.0,92.2,6.6,67.8,25.6,920,2
STLO-2006235-198,3010,335,350.0,7712.0,85.5,20.6,55.0,24.4,921,3
STLO-2105209-615,3948,15,60.0,9019.0,89.5,6.8,66.4,26.8,922,1
STLO-2105209-615,3949,90,140.0,9099.0,90.4,7.0,64.3,28.7,923,2
STLO-2105227-133,1099,50,65.0,7676.0,,15.3,69.1,15.6,924,1
STLO-2105227-133,1100,84,99.0,8414.0,,6.4,75.7,17.9,925,2
STLO-2105227-133,1101,135,150.0,8478.0,,5.5,76.4,18.1,926,3
STLO-2105227-133,1102,184,199.0,8586.0,,6.4,74.4,19.2,927,4
STLO-2105227-133,1103,235,250.0,8150.0,,8.6,71.5,19.9,928,5
STLO-2105227-133,1104,284,299.0,8342.0,,5.8,73.6,20.7,929,6
STLO-2105227-133,1105,335,350.0,8484.0,,4.7,75.9,19.4,930,7
STLO-2105227-133,1106,384,399.0,8333.0,,10.9,69.1,20.1,931,8
STLO-2105227-133,1107,435,450.0,6341.0,,31.7,60.5,7.8,932,9
STLO-2105227-133,1108,484,499.0,5734.0,,39.1,55.1,5.8,933,10
STLO-2106226-126,3569,125,,9034.0,89.0,7.3,64.0,28.7,934,1
STLO-2106226-126,3570,150,,9140.0,87.9,7.3,63.9,28.8,935,2
