DNR Peat Inventory ID #,P_Sampnum,P_Top Depth (cm),P_Bottom Depth (cm),P_Btu/lb,P_Moisture Content (%),P_Ash Content (%),P_Volatiles (%),P_Fixed Carbon (%),P_Uniq_id,P_Depthnum
AITK-2204336-506,3343,35,50.0,8528.0,85.3,15.0,56.9,28.1,1,1
AITK-2204336-506,3344,85,100.0,8417.0,88.9,12.3,60.5,27.2,2,2
AITK-2204336-506,3345,135,150.0,9087.0,89.1,10.1,62.4,27.5,3,3
AITK-2204336-506,3346,185,200.0,7341.0,86.0,26.6,51.3,22.1,4,4
AITK-2204336-506,3347,235,250.0,6217.0,83.9,37.8,44.8,17.4,5,5
AITK-2204524-470,3269,35,50.0,8885.0,85.3,11.4,61.4,27.2,6,1
AITK-2204524-470,3270,85,100.0,8767.0,87.6,12.0,59.8,28.2,7,2
AITK-2204524-470,3271,135,150.0,9363.0,89.7,6.9,64.0,29.1,8,3
AITK-2204524-470,3272,185,200.0,8461.0,88.0,14.4,58.6,27.0,9,4
AITK-2204524-470,3273,215,230.0,5383.0,83.1,46.8,38.4,14.8,10,5
AITK-2204727-520,3320,35,50.0,7930.0,80.4,20.8,51.9,27.3,11,1
AITK-2204727-520,3321,85,100.0,8223.0,84.5,12.5,59.0,28.5,12,2
AITK-2204727-520,3322,135,150.0,7188.0,82.0,27.9,49.8,22.3,13,3
AITK-2204727-520,3323,185,200.0,8103.0,83.8,18.9,54.7,26.4,14,4
AITK-2204727-520,3324,235,250.0,6912.0,84.7,26.5,54.2,19.3,15,5
AITK-2204809-64,3228,35,50.0,9310.0,86.4,8.0,65.3,26.7,16,1
AITK-2204809-64,3229,85,100.0,8978.0,86.7,11.8,62.8,25.4,17,2
AITK-2204809-64,3230,150,165.0,6435.0,80.8,36.3,44.7,19.0,18,3
AITK-2204910-65,3221,35,50.0,8106.0,86.0,17.5,57.2,25.3,19,1
AITK-2204910-65,3222,85,100.0,8184.0,80.7,18.8,57.4,23.8,20,2
AITK-2204910-65,3223,135,150.0,8555.0,84.1,16.5,58.6,24.9,21,3
AITK-2204910-65,3224,185,200.0,7761.0,86.2,22.6,55.8,21.6,22,4
AITK-2204910-65,3225,235,250.0,7855.0,87.3,26.0,57.5,16.5,23,5
AITK-2205013-141,3183,35,50.0,9357.0,88.1,6.6,67.5,25.9,24,1
AITK-2205013-141,3184,85,100.0,9078.0,89.1,7.8,63.3,28.9,25,2
AITK-2205013-141,3185,135,150.0,8794.0,89.3,9.7,60.3,30.0,26,3
AITK-2205013-141,3186,200,215.0,6673.0,89.8,31.9,45.3,22.8,27,4
AITK-2205105-158,3179,35,50.0,9542.0,89.7,5.3,66.3,28.4,28,1
AITK-2205105-158,3180,85,100.0,9074.0,88.6,6.9,64.0,29.1,29,2
AITK-2205105-158,3181,135,150.0,9216.0,89.5,5.7,63.2,31.1,30,3
AITK-2205112-2,1338,35,50.0,8161.0,,,,,31,1
AITK-2205112-2,1339,84,99.0,7940.0,,,,,32,2
AITK-2205112-2,1340,135,150.0,7865.0,,,,,33,3
AITK-2205112-2,1341,184,199.0,7979.0,,,,,34,4
AITK-2205112-2,1342,235,250.0,8198.0,,,,,35,5
AITK-2205133-134,3204,35,50.0,9073.0,91.0,6.9,65.3,27.8,36,1
AITK-2205133-134,3205,85,100.0,8927.0,90.1,8.1,64.4,27.5,37,2
AITK-2205133-134,3206,135,150.0,8719.0,91.3,8.5,66.4,25.1,38,3
AITK-2205133-134,3207,185,200.0,8722.0,89.2,12.4,61.2,26.4,39,4
AITK-2205203-2,3094,35,50.0,8544.0,92.6,5.5,72.5,22.0,40,1
AITK-2205203-2,3095,85,100.0,8804.0,94.2,4.1,73.3,22.6,41,2
AITK-2205203-2,3096,135,150.0,9375.0,92.9,5.3,72.5,22.2,42,3
AITK-2205203-2,3097,185,200.0,9527.0,91.7,6.6,70.5,22.9,43,4
AITK-2205203-2,3098,235,250.0,9021.0,92.7,7.5,66.3,26.2,44,5
AITK-2205203-2,3099,285,300.0,9032.0,90.7,8.6,53.4,38.0,45,6
AITK-2205203-2,3100,335,350.0,7820.0,87.4,21.0,53.9,25.1,46,7
AITK-2205219-20,3175,35,50.0,8671.0,88.1,11.1,63.4,25.5,47,1
AITK-2205219-20,3176,85,100.0,8166.0,87.8,18.1,55.2,26.7,48,2
AITK-2205219-20,3177,130,145.0,6379.0,87.8,36.6,43.8,19.6,49,3
AITK-2205223-518,3137,35,50.0,8835.0,91.9,6.0,70.9,23.1,50,1
AITK-2205223-518,3138,85,100.0,9839.0,89.5,6.0,69.6,24.4,51,2
AITK-2205223-518,3139,135,150.0,9220.0,90.3,9.7,63.7,26.6,52,3
AITK-2304505-1,3349,35,50.0,8881.0,88.4,8.8,63.5,27.7,53,1
AITK-2304505-1,3350,85,100.0,9193.0,90.1,7.2,64.9,27.9,54,2
AITK-2304505-1,3351,135,150.0,8787.0,89.8,11.7,62.4,25.9,55,3
AITK-2304505-1,3352,185,200.0,8963.0,90.5,8.5,63.4,28.1,56,4
AITK-2304505-1,3353,235,250.0,8388.0,85.8,17.6,56.3,26.1,57,5
AITK-2304505-1,3354,280,295.0,8302.0,85.5,19.3,54.8,25.9,58,6
AITK-2304505-12,3361,35,50.0,9210.0,88.2,9.8,63.5,26.7,59,1
AITK-2304505-12,3362,85,100.0,8785.0,89.8,7.5,66.2,26.3,60,2
AITK-2304505-12,3363,135,150.0,8970.0,90.4,10.7,62.8,26.5,61,3
AITK-2304505-12,3364,185,200.0,8969.0,90.6,9.8,62.8,27.4,62,4
AITK-2304505-12,3365,235,250.0,8863.0,89.2,12.7,60.8,26.5,63,5
AITK-2304505-12,3366,285,300.0,8548.0,86.1,15.8,57.2,27.0,64,6
AITK-2304505-12,3367,350,365.0,3932.0,74.4,59.5,29.8,10.7,65,7
AITK-2304505-14,3369,35,50.0,9195.0,85.8,8.6,64.9,26.5,66,1
AITK-2304505-14,3370,85,100.0,9294.0,87.8,9.5,63.0,27.5,67,2
AITK-2304505-14,3371,135,150.0,9126.0,89.3,8.8,60.1,31.1,68,3
AITK-2304505-14,3372,205,220.0,8854.0,89.2,11.3,59.2,29.5,69,4
AITK-2304505-15,3374,35,50.0,9095.0,91.0,10.2,65.1,24.7,70,1
AITK-2304505-15,3375,85,100.0,9064.0,89.0,10.8,62.2,27.0,71,2
AITK-2304505-15,3376,135,150.0,8980.0,91.4,8.8,64.5,26.7,72,3
AITK-2304505-15,3377,185,200.0,8610.0,92.0,10.6,65.4,24.0,73,4
AITK-2304505-15,3378,235,250.0,9134.0,91.4,8.2,65.3,26.5,74,5
AITK-2304505-15,3379,285,300.0,8137.0,86.4,19.4,55.3,25.3,75,6
AITK-2304505-15,3380,330,345.0,7942.0,82.4,23.1,52.0,24.9,76,7
AITK-2304505-2,3356,35,50.0,8946.0,87.6,10.5,62.7,26.8,77,1
AITK-2304505-2,3357,85,100.0,8712.0,90.1,11.9,64.4,23.7,78,2
AITK-2304505-2,3358,135,150.0,9404.0,90.1,7.3,65.5,27.2,79,3
AITK-2304505-2,3359,165,180.0,7316.0,83.4,27.9,48.3,23.8,80,4
AITK-2304523-474,3275,35,50.0,9026.0,90.4,13.4,61.9,24.7,81,1
AITK-2304523-474,3276,85,100.0,9242.0,91.6,9.4,63.1,27.5,82,2
AITK-2304523-474,3277,135,150.0,8991.0,91.0,12.4,58.8,28.8,83,3
AITK-2304523-474,3278,185,200.0,8840.0,88.5,12.5,60.5,27.0,84,4
AITK-2304523-474,3280,200,330.0,8572.0,89.4,15.8,59.0,25.2,85,5
AITK-2304529-114,3305,35,50.0,7388.0,82.7,26.6,51.5,21.9,86,1
AITK-2304529-114,3306,85,100.0,7399.0,83.4,27.2,50.5,22.3,87,2
AITK-2304632-519,3288,35,50.0,,,,,,88,1
AITK-2304632-519,3289,85,100.0,9469.0,89.8,7.5,67.2,25.3,89,2
AITK-2304632-519,3290,135,150.0,9196.0,91.5,9.5,63.4,27.1,90,3
AITK-2304632-519,3291,185,200.0,8570.0,90.9,12.6,62.3,25.1,91,4
AITK-2304632-519,3292,250,265.0,8602.0,92.2,9.5,61.5,29.0,92,5
AITK-2304714-427,3262,35,50.0,9012.0,91.2,6.7,67.5,25.8,93,1
AITK-2304714-427,3263,85,100.0,9366.0,89.3,6.8,66.6,26.6,94,2
AITK-2304714-427,3264,135,150.0,9700.0,86.0,7.9,64.2,27.9,95,3
AITK-2304714-427,3265,185,200.0,9289.0,84.7,9.0,59.8,31.2,96,4
AITK-2304714-427,3266,235,250.0,8484.0,83.9,16.8,55.3,27.9,97,5
AITK-2304714-427,3267,285,300.0,2588.0,69.2,72.0,21.4,6.6,98,6
AITK-2304832-71,3232,35,50.0,7516.0,82.1,27.2,53.4,19.4,99,1
AITK-2304832-71,3233,85,100.0,6100.0,80.2,41.5,43.6,14.9,100,2
AITK-2304832-71,3234,125,140.0,6142.0,82.8,40.5,44.5,15.0,101,3
AITK-2304916-371,3198,35,50.0,8510.0,95.0,8.1,71.1,20.8,102,1
AITK-2304916-371,3199,85,100.0,8282.0,95.9,8.0,,,103,2
AITK-2304916-371,3200,135,150.0,8619.0,95.9,6.4,,,104,3
AITK-2304916-371,3201,185,200.0,9009.0,94.5,11.7,,,105,4
AITK-2304916-371,3202,235,250.0,9245.0,95.0,14.9,61.8,23.3,106,5
AITK-2304916-371,3203,285,300.0,8469.0,96.0,18.5,60.7,20.8,107,6
AITK-2404305-104,3337,35,50.0,8962.0,87.3,9.5,60.6,29.9,108,1
AITK-2404305-104,3338,85,100.0,9049.0,89.2,8.9,63.4,27.7,109,2
AITK-2404305-104,3339,135,150.0,9233.0,90.0,7.1,64.0,28.9,110,3
AITK-2404305-104,3340,185,200.0,9087.0,89.5,6.9,63.9,29.2,111,4
AITK-2404305-104,3341,240,255.0,8771.0,87.1,11.9,61.5,26.6,112,5
AITK-2404424-108,3299,35,50.0,8561.0,87.5,12.9,61.6,25.5,113,1
AITK-2404424-108,3300,85,100.0,9040.0,87.0,9.3,63.0,27.7,114,2
AITK-2404424-108,3301,135,150.0,9302.0,89.0,8.5,64.5,27.0,115,3
AITK-2404424-108,3302,185,200.0,8992.0,89.0,10.3,61.4,28.3,116,4
AITK-2404424-108,3303,220,235.0,9166.0,86.9,11.4,59.8,28.8,117,5
AITK-2404513-452,3282,35,50.0,8503.0,87.2,13.1,58.5,28.4,118,1
AITK-2404513-452,3283,85,100.0,8767.0,88.8,11.3,59.7,29.0,119,2
AITK-2404513-452,3284,135,150.0,9340.0,91.4,6.8,65.5,27.7,120,3
AITK-2404513-452,3285,185,200.0,8452.0,90.4,18.0,59.6,22.4,121,4
AITK-2404513-452,3286,235,250.0,6044.0,87.1,41.5,42.8,15.7,122,5
AITK-2404513-452,3287,285,300.0,3851.0,83.7,61.8,29.3,8.9,123,6
AITK-2404731-405,3236,35,50.0,9038.0,88.6,9.3,62.2,28.5,124,1
AITK-2404731-405,3237,85,100.0,9058.0,89.4,8.5,61.9,29.6,125,2
AITK-2404731-405,3238,135,150.0,8930.0,89.7,9.1,59.7,31.2,126,3
AITK-2404731-405,3239,185,200.0,9294.0,90.2,6.1,65.3,28.6,127,4
AITK-2404731-405,3240,235,250.0,7371.0,87.1,28.1,49.6,22.3,128,5
AITK-2404805-9,1435,35,50.0,7458.0,,,,,129,1
AITK-2404805-9,1436,85,100.0,8271.0,,,,,130,2
AITK-2404805-9,1437,135,150.0,8107.0,,,,,131,3
AITK-2404805-9,1438,185,200.0,7864.0,,,,,132,4
AITK-2404906-13,1690,35,50.0,7915.0,83.3,19.8,54.7,25.5,133,1
AITK-2404906-13,1691,85,100.0,8862.0,87.1,10.6,61.2,28.2,134,2
AITK-2404906-13,1692,160,175.0,4144.0,74.0,57.4,29.6,13.0,135,3
AITK-2405102-20,1589,35,50.0,7934.0,,3.9,79.9,16.2,136,1
AITK-2405102-20,1591,135,150.0,8175.0,,11.0,71.2,17.8,137,2
AITK-2405102-20,1593,207,222.0,5237.0,,37.6,53.2,9.2,138,3
AITK-2405120-56,3128,35,50.0,8890.0,84.5,9.0,63.1,27.9,139,1
AITK-2405120-56,3130,85,200.0,8720.0,83.6,14.3,59.1,26.6,140,2
AITK-2405209-6,3118,35,50.0,8665.0,85.9,10.8,62.1,27.1,141,1
AITK-2405209-6,3119,85,100.0,9165.0,87.2,8.2,62.7,29.1,142,2
AITK-2405209-6,3120,135,150.0,8507.0,83.8,15.5,58.0,26.5,143,3
AITK-2405209-6,3121,185,200.0,5131.0,73.0,48.6,38.1,13.3,144,4
AITK-2405209-6,5497,35,50.0,7581.0,,,,,145,5
AITK-2405209-6,5498,85,100.0,7661.0,,9.4,71.2,19.4,146,6
AITK-2405209-6,5499,135,150.0,7385.0,,18.1,65.4,16.5,147,7
AITK-2405209-6,5500,185,200.0,7452.0,,,,,148,8
AITK-2405216-8,1373,35,50.0,7502.0,,,,,149,1
AITK-2405216-8,1374,84,99.0,7881.0,,,,,150,2
AITK-2405216-8,1375,135,150.0,6447.0,,,,,151,3
AITK-2405216-8,1376,150,165.0,7934.0,,,,,152,4
AITK-2405226-2,1493,35,50.0,7897.0,,,,,153,1
AITK-2405226-2,1494,84,99.0,8195.0,,,,,154,2
AITK-2405226-2,1495,135,150.0,8440.0,,,,,155,3
AITK-2405226-2,1496,184,199.0,7409.0,,,,,156,4
AITK-2405226-2,1497,235,250.0,7812.0,,,,,157,5
AITK-2405226-2,1498,284,299.0,7593.0,,,,,158,6
AITK-2405226-2,1499,335,350.0,7314.0,,,,,159,7
AITK-2405226-2,1500,384,399.0,4839.0,,,,,160,8
AITK-2405226-2,1501,400,415.0,5966.0,,,,,161,9
AITK-2504502-360,3256,85,100.0,8566.0,89.0,13.1,58.1,28.8,162,1
AITK-2504502-360,3257,135,150.0,9126.0,94.1,6.2,64.4,29.4,163,2
AITK-2504502-360,3258,185,200.0,9205.0,94.3,8.3,64.2,27.5,164,3
AITK-2504502-360,3259,235,250.0,9393.0,95.6,6.4,67.7,25.9,165,4
AITK-2504502-360,3260,285,300.0,7761.0,93.6,23.2,59.5,17.3,166,5
AITK-2504502-360,3261,335,350.0,7078.0,93.2,29.9,55.2,14.9,167,6
AITK-2504635-100,3294,35,50.0,8584.0,86.4,16.2,59.0,24.8,168,1
AITK-2504635-100,3295,85,100.0,8746.0,85.2,15.5,57.6,26.9,169,2
AITK-2504635-100,3296,135,150.0,8002.0,87.6,20.6,52.3,27.1,170,3
AITK-2504635-100,3297,185,200.0,8502.0,87.4,15.5,54.9,29.6,171,4
AITK-2504635-100,3298,235,250.0,7995.0,83.0,23.3,49.9,26.8,172,5
AITK-2504811-330,3209,35,150.0,8963.0,86.9,11.1,61.3,27.6,173,1
AITK-2504819-365,3308,35,50.0,7722.0,76.2,15.1,58.3,26.6,174,1
AITK-2504819-365,3309,85,100.0,8032.0,76.9,16.4,58.2,25.4,175,2
AITK-2504819-365,3310,135,150.0,8936.0,84.8,10.3,60.9,28.8,176,3
AITK-2504819-365,3311,185,200.0,7732.0,76.1,20.0,53.7,26.3,177,4
AITK-2504819-365,3312,235,250.0,8235.0,78.5,17.0,55.6,27.4,178,5
AITK-2504819-365,3313,285,300.0,8054.0,82.7,22.2,55.9,21.9,179,6
AITK-2504819-365,3314,335,350.0,5284.0,78.4,45.6,42.6,11.8,180,7
AITK-2504936-14,1457,35,50.0,2482.0,,,,,181,1
AITK-2505005-1,3041,35,50.0,8499.0,87.6,9.5,64.1,26.4,182,1
AITK-2505005-1,3042,85,100.0,9654.0,87.9,5.8,64.9,29.3,183,2
AITK-2505005-1,3043,135,150.0,9455.0,88.9,5.0,66.2,28.8,184,3
AITK-2505005-1,3044,185,200.0,8636.0,89.2,9.3,61.2,29.5,185,4
AITK-2505005-2,3046,35,50.0,9159.0,86.3,8.2,66.1,25.7,186,1
AITK-2505005-2,3047,85,100.0,9673.0,88.2,6.5,66.4,27.1,187,2
AITK-2505005-2,3048,135,150.0,9246.0,88.7,8.0,63.6,28.4,188,3
AITK-2505006-3,3050,35,50.0,9457.0,87.9,7.5,68.4,24.1,189,1
AITK-2505006-3,3051,85,100.0,9760.0,89.5,6.3,65.7,28.0,190,2
AITK-2505006-3,3052,135,150.0,9468.0,91.4,4.7,65.9,29.4,191,3
AITK-2505006-3,3053,185,200.0,9072.0,89.5,8.9,63.0,28.1,192,4
AITK-2505006-3,3054,235,250.0,9314.0,88.4,8.7,60.4,30.9,193,5
AITK-2505006-5,3062,35,50.0,8450.0,90.8,4.4,70.3,25.3,194,1
AITK-2505006-5,3063,85,100.0,8325.0,92.5,3.3,74.2,22.5,195,2
AITK-2505006-5,3064,135,150.0,8985.0,92.0,3.6,74.3,22.1,196,3
AITK-2505006-5,3065,185,200.0,9369.0,89.5,4.4,66.6,29.0,197,4
AITK-2505006-5,3066,235,250.0,8813.0,87.6,10.1,62.4,27.5,198,5
AITK-2505006-5,3067,285,300.0,9188.0,87.7,7.9,63.7,28.4,199,6
AITK-2505007-44,3140,35,50.0,8735.0,88.4,6.8,67.0,26.2,200,1
AITK-2505007-44,3141,85,100.0,9156.0,89.0,6.2,66.3,27.5,201,2
AITK-2505007-44,3142,135,150.0,8317.0,87.9,13.9,58.9,27.2,202,3
AITK-2505008-225,3144,35,50.0,8736.0,90.1,4.3,70.0,25.7,203,1
AITK-2505008-225,3145,85,100.0,8873.0,90.2,6.3,66.5,27.2,204,2
AITK-2505008-225,3146,135,150.0,9224.0,91.0,4.4,69.1,26.5,205,3
AITK-2505008-225,3147,185,200.0,9428.0,88.4,6.5,66.6,26.9,206,4
AITK-2505008-225,3148,235,250.0,9140.0,87.3,8.6,66.1,25.3,207,5
AITK-2505008-225,3149,250,330.0,8719.0,87.4,13.0,59.0,28.0,208,6
AITK-2505010-260,3188,35,50.0,8769.0,84.2,12.0,60.8,27.2,209,1
AITK-2505010-260,3189,85,100.0,8703.0,86.9,12.5,58.0,29.5,210,2
AITK-2505010-260,3190,135,150.0,9031.0,86.7,10.5,61.7,27.8,211,3
AITK-2505010-260,3191,185,200.0,8048.0,82.8,20.3,55.4,24.3,212,4
AITK-2505010-260,3192,250,265.0,5978.0,76.6,38.4,44.6,17.0,213,5
AITK-2505215-39,3102,35,50.0,9192.0,87.0,6.8,67.1,26.1,214,1
AITK-2505215-39,3103,85,100.0,9558.0,88.3,6.3,67.6,26.1,215,2
AITK-2505215-39,3104,135,150.0,9251.0,88.7,7.7,65.7,26.6,216,3
AITK-2505215-39,3105,185,200.0,9444.0,87.7,7.0,66.6,26.4,217,4
AITK-2505215-39,3106,235,250.0,9349.0,87.9,7.3,64.1,28.6,218,5
AITK-2505215-39,3107,285,300.0,9455.0,87.8,8.2,65.3,26.5,219,6
AITK-2505215-39,3108,315,330.0,9086.0,87.8,11.2,64.9,23.9,220,7
AITK-2505232-189,3133,35,50.0,6016.0,72.4,36.5,44.1,19.4,221,1
AITK-2505232-189,3134,85,100.0,8039.0,80.7,22.5,55.0,22.5,222,2
AITK-2505232-189,3135,135,150.0,5339.0,78.2,45.2,42.1,12.7,223,3
AITK-2505235-175,3124,0,100.0,8646.0,78.3,12.0,60.9,27.1,224,1
AITK-2505235-175,3126,100,220.0,6735.0,79.0,34.4,47.2,18.4,225,2
AITK-2604722-322,3246,35,50.0,8717.0,87.5,8.4,63.7,27.9,226,1
AITK-2604722-322,3247,85,100.0,8813.0,88.2,9.5,62.2,28.3,227,2
AITK-2604722-322,3248,135,150.0,9039.0,89.3,8.1,64.0,27.9,228,3
AITK-2604722-322,3249,185,200.0,8950.0,89.6,8.8,64.5,26.7,229,4
AITK-2604722-322,3250,235,250.0,9327.0,89.1,6.9,65.5,27.6,230,5
AITK-2604722-322,3251,285,300.0,8812.0,87.7,14.8,58.6,26.6,231,6
AITK-2604722-322,3252,335,350.0,7686.0,86.0,24.7,51.3,24.0,232,7
AITK-2604722-322,3253,385,400.0,6253.0,82.0,39.1,41.7,19.2,233,8
AITK-2604722-322,3254,440,455.0,4464.0,78.7,55.5,32.0,12.5,234,9
AITK-2604723-324,3242,35,50.0,8259.0,81.2,9.7,62.9,27.4,235,1
AITK-2604723-324,3243,85,100.0,8162.0,83.8,9.8,61.2,29.0,236,2
AITK-2604723-324,3244,135,150.0,8816.0,85.6,11.6,60.6,27.8,237,3
AITK-2604931-60,3220,35,85.0,9055.0,80.9,10.2,64.7,25.1,238,1
AITK-2605011-43,3150,35,50.0,9280.0,84.6,8.5,63.4,28.1,239,1
AITK-2605011-43,3151,85,100.0,9224.0,88.9,7.2,62.8,30.0,240,2
AITK-2605011-43,3152,135,150.0,8477.0,86.9,15.2,57.9,26.9,241,3
AITK-2605011-43,3153,185,200.0,8947.0,86.0,10.7,61.6,27.7,242,4
AITK-2605011-43,3154,215,230.0,3448.0,71.8,64.9,27.6,7.5,243,5
AITK-2605020-38,3156,35,50.0,9208.0,90.0,6.0,68.5,25.5,244,1
AITK-2605020-38,3157,85,100.0,9332.0,91.3,5.8,70.2,24.0,245,2
AITK-2605020-38,3158,135,150.0,9389.0,90.5,5.6,70.1,24.3,246,3
AITK-2605020-38,3159,185,200.0,9404.0,91.7,5.6,70.0,24.4,247,4
AITK-2605020-38,3160,235,250.0,9214.0,92.0,5.3,71.1,23.6,248,5
AITK-2605020-38,3161,285,300.0,9179.0,92.1,5.2,73.0,21.8,249,6
AITK-2605020-38,3162,335,350.0,8772.0,92.4,13.6,65.4,21.0,250,7
AITK-2605020-38,3163,385,400.0,8401.0,90.7,20.4,61.0,18.6,251,8
AITK-2704510-97,3326,35,50.0,9141.0,85.3,9.9,64.3,25.8,252,1
AITK-2704510-97,3327,85,100.0,9331.0,91.3,7.5,63.8,28.7,253,2
AITK-2704510-97,3328,135,150.0,9284.0,90.0,6.4,66.6,27.0,254,3
AITK-2704510-97,3329,185,200.0,9548.0,92.5,9.1,66.0,24.9,255,4
AITK-2704510-97,3330,235,250.0,9143.0,91.8,14.1,63.8,22.1,256,5
AITK-2704510-97,3331,285,300.0,7943.0,90.0,24.3,55.1,20.6,257,6
AITK-2704510-97,3332,335,350.0,7668.0,88.1,27.5,52.9,19.6,258,7
AITK-2704510-97,3333,385,400.0,7867.0,87.4,26.3,53.9,19.8,259,8
AITK-2704510-97,3334,435,450.0,7276.0,90.2,27.4,58.2,14.4,260,9
AITK-2704510-97,3335,485,500.0,7237.0,90.8,28.3,53.3,18.4,261,10
AITK-2704814-297,3212,35,50.0,8920.0,88.1,9.1,61.9,29.0,262,1
AITK-2704814-297,3213,85,100.0,8919.0,90.1,8.4,66.7,24.9,263,2
AITK-2704814-297,3214,135,150.0,8947.0,90.3,9.0,65.0,26.0,264,3
AITK-2704814-297,3215,185,200.0,9017.0,88.5,9.8,62.5,27.7,265,4
AITK-2704814-297,3216,235,250.0,9187.0,89.2,10.0,61.7,28.3,266,5
AITK-2704814-297,3217,285,300.0,8814.0,90.3,16.8,58.0,25.2,267,6
AITK-2704814-297,3218,335,350.0,6631.0,83.3,37.5,47.1,15.4,268,7
AITK-2705023-243,3170,35,50.0,8571.0,86.6,8.5,68.0,23.5,269,1
AITK-2705023-243,3171,85,100.0,8776.0,90.9,5.0,69.2,25.8,270,2
AITK-2705023-243,3172,135,150.0,9677.0,87.0,6.2,69.9,23.9,271,3
AITK-2705023-243,3173,185,200.0,9033.0,88.0,11.1,61.5,27.4,272,4
AITK-2705215-208,3109,35,50.0,8690.0,91.1,6.1,69.6,24.3,273,1
AITK-2705215-208,3110,85,100.0,9023.0,92.5,4.4,72.3,23.3,274,2
AITK-2705215-208,3111,135,150.0,9146.0,92.5,3.8,72.2,24.0,275,3
AITK-2705215-208,3112,185,200.0,9093.0,92.4,3.5,71.8,24.7,276,4
AITK-2705215-208,3113,235,250.0,9094.0,91.2,5.9,68.9,25.2,277,5
AITK-2705215-208,3114,285,300.0,9128.0,90.4,7.0,67.1,25.9,278,6
AITK-2705215-208,3115,335,350.0,8471.0,88.7,16.7,58.3,25.0,279,7
AITK-2705215-208,3116,380,395.0,8914.0,88.0,12.7,58.6,28.7,280,8
BELT-3015618-528,3475,75,100.0,9054.0,90.3,6.4,65.0,28.6,281,1
BELT-3015618-528,3476,110,150.0,8753.0,89.7,9.5,61.9,28.6,282,2
BELT-3215501-354,3498,50,120.0,7460.0,97.8,9.4,70.5,20.1,283,1
BELT-3215501-354,3499,150,315.0,8997.0,93.4,6.0,67.0,27.0,284,2
BELT-3215513-527,3500,50,100.0,8648.0,92.0,4.5,68.0,27.5,285,1
BELT-3215513-527,3501,150,200.0,8781.0,93.6,4.2,66.8,29.0,286,2
BELT-3215514-328,3494,50,100.0,8502.0,91.0,5.4,68.9,25.7,287,1
BELT-3215514-328,3495,100,270.0,8479.0,93.4,3.7,69.9,26.4,288,2
BELT-3215514-328,3496,270,360.0,8265.0,94.3,4.8,70.4,24.8,289,3
BELT-3215514-328,3497,360,400.0,8220.0,90.1,15.7,58.7,25.6,290,4
BELT-3215625-346,3502,60,90.0,8470.0,90.9,8.2,65.5,26.3,291,1
BELT-3215625-346,3503,100,270.0,9065.0,92.9,5.3,65.0,29.7,292,2
BELT-3215625-346,3504,360,390.0,8561.0,87.3,14.1,58.9,27.0,293,3
BELT-3215633-380,3466,0,60.0,8140.0,95.1,6.7,69.1,24.2,294,1
BELT-3215633-380,3467,100,200.0,8871.0,92.7,4.8,69.1,26.1,295,2
BELT-3215633-380,3468,210,300.0,9140.0,92.7,5.6,65.0,29.4,296,3
BELT-3215633-380,3469,300,345.0,9039.0,91.2,7.7,65.4,26.9,297,4
BELT-3315504-525,3463,0,140.0,9086.0,94.5,5.9,65.5,28.6,298,1
BELT-3315504-525,3464,140,230.0,9143.0,92.6,7.6,65.6,26.8,299,2
BELT-3315524-376,3478,50,90.0,8412.0,85.3,11.4,61.5,27.1,300,1
BELT-3315624-529,3490,70,120.0,9129.0,92.7,5.2,64.6,30.2,301,1
BELT-3315624-529,3491,125,175.0,9411.0,93.2,5.5,66.7,27.8,302,2
BELT-3315624-529,3492,210,225.0,8818.0,90.3,11.5,62.9,25.6,303,3
BELT-3515501-526,3465,90,140.0,9282.0,90.1,5.5,65.8,28.7,304,1
CARL-1904801-244,3530,230,245.0,8706.0,86.9,13.1,59.5,27.4,305,1
CARL-1904831-220,3524,40,55.0,8583.0,90.5,8.6,65.7,25.7,306,1
CARL-1904831-220,3525,135,150.0,8891.0,91.4,5.1,67.9,27.0,307,2
CARL-1904928-585,3930,50,80.0,8403.0,85.4,14.9,61.2,23.9,308,1
CARL-1904929-193,3516,20,70.0,8551.0,85.0,10.9,65.1,24.0,309,1
CARL-1904929-193,3517,190,240.0,9288.0,86.9,8.1,63.2,28.7,310,2
CARL-2004919-A500-40,3937,180,230.0,9179.0,90.8,6.3,66.1,27.6,311,1
CARL-2004919-A500-40,3938,300,350.0,9337.0,88.5,8.4,63.0,28.6,312,2
CARL-2104822-182,3510,200,250.0,8528.0,89.3,9.7,62.1,28.2,313,1
CARL-2104836-279,3523,150,175.0,8686.0,92.9,5.6,66.2,28.2,314,1
CARL-2104912-134,3606,40,55.0,9231.0,86.0,6.1,66.0,27.9,315,1
CARL-2104912-134,3607,135,150.0,9650.0,86.9,4.6,66.4,29.0,316,2
CARL-2104924-612,3939,0,50.0,8321.0,90.5,6.4,66.6,27.0,317,1
CARL-2104924-612,3941,100,150.0,8408.0,92.0,8.1,64.8,27.1,318,2
CARL-2104924-612,3943,195,245.0,9135.0,89.4,7.7,64.0,28.3,319,3
CHIS-2103510-4,3931,0,45.0,7371.0,67.4,17.6,58.2,24.2,320,1
CHIS-2103510-4,3932,60,91.0,8508.0,81.8,11.1,59.6,29.3,321,2
CHIS-2103515-17,3934,10,65.0,7991.0,76.8,15.9,56.5,27.6,322,1
CHIS-2103515-20,3935,13,50.0,7081.0,72.0,18.9,56.6,24.5,323,1
