DNR Peat Inventory ID #,Profile Description Info,Peat Moisture Info,IRRB Report Name,Profile Described By,Desc_who,Desc_when,DNR Lab Data Available,Prox-Ulti Data Available
KOOC-2606934-107,,,,"R. Weber on October 4, 1977",R. Weber,"October 4, 1977",N,N
KOOC-2606934-108,,,,"R. Weber on October 4, 1977",R. Weber,"October 4, 1977",N,N
KOOC-2606936-387,,,,"D. Olson on November 16, 1979",D. Olson,"November 16, 1979",N,N
KOOC-2607036-374,,,,"D. Haverkost and N. Aaseng on November 16, 1979",D. Haverkost and N. Aaseng,"November 16, 1979",N,N
KOOC-2615136-515,,,,"T. Malterer on December 10, 1979",T. Malterer,"December 10, 1979",N,N
KOOC-2615208-540,,,,"B. Sethers and S. Nelson on April 3, 1980",B. Sethers and S. Nelson,"April 3, 1980",N,N
KOOC-2615218-528,,,,"D. Mellum and D. Haverkost on December 10, 1979",D. Mellum and D. Haverkost,"December 10, 1979",N,N
KOOC-2615223-518,,,,"D. Mellum and D. Haverkost on December 10, 1979",D. Mellum and D. Haverkost,"December 10, 1979",N,N
KOOC-2615230-527,,,,"T. Malterer on December 10, 1979",T. Malterer,"December 10, 1979",N,N
KOOC-2615233-516,,,,"D. Mellum and D. Haverkost on December 10, 1979",D. Mellum and D. Haverkost,"December 10, 1979",N,N
KOOC-2615233-517,,,,"T. Malterer on December 10, 1979",T. Malterer,"December 10, 1979",N,N
KOOC-2615316-1,Lab analysis by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2615320-2,,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",N,N
KOOC-2615321-3,Lab analysis by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2615321-4,Lab analysis by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2615329-5,,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",N,N
KOOC-2615330-6,Lab analysis by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2615330-7,Lab analysis by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2615331-8,,,,"M. Domeier on October 23, 1976",M. Domeier,"October 23, 1976",N,N
KOOC-2615402-1,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615402-2,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615403-3,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615403-4,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615404-5,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615404-6,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615405-7,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615416-512,,,,"D. Haverkost on November 30, 1979",D. Haverkost,"November 30, 1979",N,N
KOOC-2615419-13,,,,"H. Moores and L. Severson on March 26, 1980",H. Moores and L. Severson,"March 26, 1980",Y,Y
KOOC-2615431-10,,,,,,,N,N
KOOC-2615431-11,,,,,,,N,N
KOOC-2615431-12,,,,"R. Zarth on September 6, 1976",R. Zarth,"September 6, 1976",N,N
KOOC-2615504-1,,,,"R. Zarth on August 17, 1976",R. Zarth,"August 17, 1976",N,N
KOOC-2615504-2,,,,"R. Fox on August 17, 1976",R. Fox,"August 17, 1976",N,N
KOOC-2615504-3,,,,"R. Fox on June 8, 1976",R. Fox,"June 8, 1976",N,N
KOOC-2615509-4,,,,"R. Zarth on August 16, 1976",R. Zarth,"August 16, 1976",N,N
KOOC-2615509-5,,,,"R. Fox on August 17, 1976",R. Fox,"August 17, 1976",N,N
KOOC-2615509-6,,,,"R. Zarth on August 17, 1976",R. Zarth,"August 17, 1976",N,N
KOOC-2615516-7,,,,"R. Fox on August 16, 1976",R. Fox,"August 16, 1976",N,N
KOOC-2615516-8,,,,"R. Fox on August 16, 1976",R. Fox,"August 16, 1976",N,N
KOOC-2615521-10,,,,"R. Zarth on August 16, 1976",R. Zarth,"August 16, 1976",N,N
KOOC-2615521-11,,,,"R. Fox on August 16, 1976",R. Fox,"August 16, 1976",N,N
KOOC-2615521-9,,,,"R. Fox on August 16, 1976",R. Fox,"August 16, 1976",N,N
KOOC-2615606-136,,,,"D. Mellum and D. Haverkost on September 27, 1978",D. Mellum and D. Haverkost,"September 27, 1978",N,N
KOOC-2615606-137,,,,"D. Mellum and D. Haverkost on September 27, 1979",D. Mellum and D. Haverkost,"September 27, 1979",N,N
KOOC-2615608-135,,,,"D. Mellum and D. Haverkost on September 27, 1979",D. Mellum and D. Haverkost,"September 27, 1979",N,N
KOOC-2615609-508,,,,"D. Haverkost on November 30, 1979",D. Haverkost,"November 30, 1979",N,N
KOOC-2615617-134,,,,"D. Mellum and D. Haverkost on September 27, 1979",D. Mellum and D. Haverkost,"September 27, 1979",N,N
KOOC-2615618-133,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-127,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-128,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-129,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-130,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-132,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615619-U-1,Hit stumps at 30cm and 100cm; non-horticultural quality peat below 80cm,,,"M. Oberhelman and D. Riihiluoma on June 28, 1988",M. Oberhelman and D. Riihiluoma,"June 28, 1988",N,N
KOOC-2615619-U-2,Hit stumps at 110cm and 140cm; non-horticultural quality below 95cm,,,"M. Oberhelman and D. Riihiluoma on June 28, 1988",M. Oberhelman and D. Riihiluoma,"June 28, 1988",N,N
KOOC-2615619-U-3,Below 125cm non-horticultural quality peat,,,"M. Oberhelman and D. Riihiluoma on June 28, 1988",M. Oberhelman and D. Riihiluoma,"June 28, 1988",N,N
KOOC-2615619-U-4,Non-horticultural quality peat below 80cm,,,"M. Oberhelman and D. Riihiluoma on June 28, 1988",M. Oberhelman and D. Riihiluoma,"June 28, 1988",N,N
KOOC-2615620-131,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615628-510,,,,"D. Haverkost on November 30, 1979",D. Haverkost,"November 30, 1979",N,N
KOOC-2615630-125,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615630-126,,,,"D. Mellum and D. Haverkost on September 26, 1979",D. Mellum and D. Haverkost,"September 26, 1979",N,N
KOOC-2615701-332,,,,"D. Olson and N. Aaseng on November 15, 1979",D. Olson and N. Aaseng,"November 15, 1979",N,N
KOOC-2615703-331,,,,"D. Haverkost on November 15, 1979",D. Haverkost,"November 15, 1979",N,N
KOOC-2615715-334,,,,"D. Olson on November 15, 1979",D. Olson,"November 15, 1979",N,N
KOOC-2615716-333,,,,"D. Haverkost on November 15, 1979",D. Haverkost,"November 15, 1979",N,N
KOOC-2615719-142,,,,"D. Mellum and D. Haverkost on October 4, 1979",D. Mellum and D. Haverkost,"October 4, 1979",N,N
KOOC-2615719-143,,,,"D. Mellum and D. Haverkost on October 4, 1979",D. Mellum and D. Haverkost,"October 4, 1979",N,N
KOOC-2615727-335,,,,"D. Haverkost on November 15, 1979",D. Haverkost,"November 15, 1979",N,N
KOOC-2615730-141,,,,"D. Mellum and D. Haverkost on October 3, 1979",D. Mellum and D. Haverkost,"October 3, 1979",N,N
KOOC-2615730-147,,,,"D. Mellum and D. Haverkost on October 4, 1979",D. Mellum and D. Haverkost,"October 4, 1979",N,N
KOOC-2615731-148,,,,"D. Mellum and D. Haverkost on October 4, 1979",D. Mellum and D. Haverkost,"October 4, 1979",N,N
KOOC-2615802-323,,,,"D. Haverkost on November 14, 1979",D. Haverkost,"November 14, 1979",N,N
KOOC-2615802-6,,,,"H. Mooers and D. Haverkost on March 6, 1980",H. Mooers and D. Haverkost,"March 6, 1980",Y,Y
KOOC-2615803-15,,,,"D. Haverkost and B. Sethers on March 13, 1980",D. Haverkost and B. Sethers,"March 13, 1980",N,N
KOOC-2615803-317,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615803-4,,,,"D. Haverkost, H. Mooers, and B. Sethers on March 6, 1980","D. Haverkost, H. Mooers, and B. Sethers","March 6, 1980",Y,Y
KOOC-2615805-316,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615806-295,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615806-296,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615807-13,,,,"H. Mooers, B. Sethers, and D. Haverkost on November 14, 1979","H. Mooers, B. Sethers, and D. Haverkost","November 14, 1979",N,N
KOOC-2615807-294,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615807-9,,,,"H. Mooers, B. Sethers, and D. Haverkost on November 14, 1979","H. Mooers, B. Sethers, and D. Haverkost","November 14, 1979",Y,Y
KOOC-2615808-8,,,,"H. Mooers and D. Haverkost on March 11, 1980",H. Mooers and D. Haverkost,"March 11, 1980",Y,Y
KOOC-2615809-12,,,,"H. Mooers and D. Haverkost on March 11, 1980",H. Mooers and D. Haverkost,"March 11, 1980",N,N
KOOC-2615809-7,,,,"H. Mooers, D. Haverkost, and B. Sethers on March 6, 1980","H. Mooers, D. Haverkost, and B. Sethers","March 6, 1980",Y,Y
KOOC-2615810-11,,,,"H. Mooers and D. Haverkost on March 11, 1980",H. Mooers and D. Haverkost,"March 11, 1980",N,N
KOOC-2615810-2,,,,"H. Mooers on March 5, 1980",H. Mooers,"March 5, 1980",Y,Y
KOOC-2615810-3,,,,"H. Mooers, B. Sethers, and D. Haverkost on March 6, 1980","H. Mooers, B. Sethers, and D. Haverkost","March 6, 1980",Y,Y
KOOC-2615810-319,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615810-321,,,,"D. Haverkost on November 14, 1979",D. Haverkost,"November 14, 1979",N,N
KOOC-2615811-14,,,,"H. Mooers and D. Haverkost on March 12, 1980",H. Mooers and D. Haverkost,"March 12, 1980",N,N
KOOC-2615811-324,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615812-325,,,,"D. Haverkost on November 14, 1977",D. Haverkost,"November 14, 1977",N,N
KOOC-2615815-1,,,,"H. Mooers on March 5, 1980",H. Mooers,"March 5, 1980",Y,Y
KOOC-2615815-320,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615815-322,,,,"D. Olson and N. Asseng on November 14, 1979",D. Olson and N. Asseng,"November 14, 1979",N,N
KOOC-2615816-318,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615819-287,,,,"N. Aaseng and R. Graber on November 13, 1979",N. Aaseng and R. Graber,"November 13, 1979",N,N
KOOC-2615821-329,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615822-328,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615823-10,,,,"H. Mooers, D. Haverkost, and B. Sethers on November 14, 1979","H. Mooers, D. Haverkost, and B. Sethers","November 14, 1979",Y,Y
KOOC-2615826-235,,,,"D. Olson and N. Aaseng on October 31, 1979",D. Olson and N. Aaseng,"October 31, 1979",N,N
KOOC-2615826-330,,,,"D. Olson and N. Aaseng on November 15, 1979",D. Olson and N. Aaseng,"November 15, 1979",N,N
KOOC-2615901-405,,,,"D. Mellum on November 16, 1979",D. Mellum,"November 16, 1979",N,N
KOOC-2615903-403,,,,"D. Mellum on November 16, 1979",D. Mellum,"November 16, 1979",N,N
KOOC-2615905-401,,,,"D. Mellum on November 16, 1979",D. Mellum,"November 16, 1979",N,N
KOOC-2615907-305,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615918-303,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615920-301,,,,"D. Haverkost and R. Graber on November 14, 1977",D. Haverkost and R. Graber,"November 14, 1977",N,N
KOOC-2615923-1,,,,"M. Domeier on July 31, 1976",M. Domeier,"July 31, 1976",N,N
KOOC-2615923-2,,,,"M. Domeier on July 21, 1976",M. Domeier,"July 21, 1976",N,N
KOOC-2615923-3,,,,"M. Domeier on July 21, 1976",M. Domeier,"July 21, 1976",N,N
KOOC-2615924-309,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615924-310,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615924-4,,,,"M. Domeier on July 21, 1976",M. Domeier,"July 21, 1976",N,N
KOOC-2615924-5,,,,"M. Domeier on July 21, 1976",M. Domeier,"July 21, 1976",N,N
KOOC-2615924-6,,,,"M. Domeier on July 21, 1976",M. Domeier,"July 21, 1976",N,N
KOOC-2615925-307,,,,"D. Haverkost on November 14, 1979",D. Haverkost,"November 14, 1979",N,N
KOOC-2615925-308,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615925-313,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615928-306,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2615934-315,,,,"D. Haverkost and R. Graber on November 14, 1979",D. Haverkost and R. Graber,"November 14, 1979",N,N
KOOC-2615934-5,,,,"D. Haverkost and H. Mooers on March 7, 1980",D. Haverkost and H. Mooers,"March 7, 1980",Y,Y
KOOC-2615935-314,,,,"D. Olson and N. Aaseng on November 14, 1979",D. Olson and N. Aaseng,"November 14, 1979",N,N
KOOC-2616033-402,,,,"D. Mellum on November 14, 1979",D. Mellum,"November 14, 1979",N,N
KOOC-2706401-569,,,,"H. Moores and S. Nelson on April 8, 1980",H. Moores and S. Nelson,"April 8, 1980",N,N
KOOC-2706402-559,,,,"D. Haverkost and B. Sethers on April 8, 1980",D. Haverkost and B. Sethers,"April 8, 1980",N,N
KOOC-2706434-519,,,,"T. Malterer and N. Aaseng on December 10, 1979",T. Malterer and N. Aaseng,"December 10, 1979",N,N
KOOC-2706436-583,,,,"H. Moores and B. Sethers on April 10, 1980",H. Moores and B. Sethers,"April 10, 1980",N,N
KOOC-2706501-486,,,,"D. Haverkost and R. Graber on November 30, 1979",D. Haverkost and R. Graber,"November 30, 1979",N,N
KOOC-2706514-563,,,,"H. Moores and S. Nelson on April 8, 1980",H. Moores and S. Nelson,"April 8, 1980",N,N
KOOC-2706523-561,,,,"D. Haverkost and B. Sethers on April 8, 1980",D. Haverkost and B. Sethers,"April 8, 1980",N,N
KOOC-2706524-564,,,,"D. Haverkost and B. Sethers on April 8, 1980",D. Haverkost and B. Sethers,"April 8, 1980",N,N
KOOC-2706525-562,,,,"H. Moores and S. Nelson on April 8, 1980",H. Moores and S. Nelson,"April 8, 1980",N,N
KOOC-2706525-I-1,Fuel peat quality,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706525-I-2,Fuel peat quality,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706525-I-3,Generally decomposition values greater than H4,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706526-560,,,,"H. Mooers and S. Nelson on April 8, 1980",H. Mooers and S. Nelson,"April 8, 1980",N,N
KOOC-2706526-I-4,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706526-I-5,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706526-I-6,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 13, 1988",M. Oberhelman and D. Riihiluoma,"April 13, 1988",N,N
KOOC-2706701-F-8,Below 100cm non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706702-501,,,,"D. Mellum and R. Graber on November 30, 1979",D. Mellum and R. Graber,"November 30, 1979",N,N
KOOC-2706702-F-7,Poor to non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706725-494,,,,"D. Haverkost and R. Graber on November 30, 1979",D. Haverkost and R. Graber,"November 30, 1979",N,N
KOOC-2706726-495,,,,"D. Mellum and R. Graber on November 30, 1979",D. Mellum and R. Graber,"November 30, 1979",N,N
KOOC-2706812-358,,,,"D. Olson and N. Aaseng on November 15, 1979",D. Olson and N. Aaseng,"November 15, 1979",N,N
KOOC-2706813-359,,,,"D. Haverkost and R. Graber on November 15, 1979",D. Haverkost and R. Graber,"November 15, 1979",N,N
KOOC-2706826-502,,,,"D. Haverkost and R. Graber on November 30, 1979",D. Haverkost and R. Graber,"November 30, 1979",N,N
KOOC-2706835-F-6,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706836-474,,,,"D. Haverkost and R. Graber on November 29, 1979",D. Haverkost and R. Graber,"November 29, 1979",N,N
KOOC-2706836-F-1,,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706836-F-2,Non-horticultural quality,0-40 cm peat moisture wetter than normal,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706836-F-3,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706836-F-4,Fair to poor horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706836-F-5,Non-horticultural quality,,,"M. Oberhelman and D. Riihiluoma on April 14, 1988",M. Oberhelman and D. Riihiluoma,"April 14, 1988",N,N
KOOC-2706902-355,,,,"D. Haverkost and R. Graber on November 15, 1979",D. Haverkost and R. Graber,"November 15, 1979",N,N
KOOC-2706911-135,,,,"B. Waukenabo and D. Olson on August 25, 1979",B. Waukenabo and D. Olson,"August 25, 1979",N,N
KOOC-2706912-133,,,,"D. Olson and B. Waukenabo on August 25, 1977",D. Olson and B. Waukenabo,"August 25, 1977",N,N
KOOC-2706912-134,,,,"D. Olson and B. Waukenabo on August 25, 1979",D. Olson and B. Waukenabo,"August 25, 1979",Y,N
KOOC-2706912-356,,,,"D. Olson and N. Aaseng on November 15, 1979",D. Olson and N. Aaseng,"November 15, 1979",N,N
KOOC-2706913-132,,,,"D. Olson  and B. Waukenabo on August 25, 1977",D. Olson  and B. Waukenabo,"August 25, 1977",N,N
KOOC-2706914-138,,,,"D. Olson and B. Waukenabo on August 25, 1977",D. Olson and B. Waukenabo,"August 25, 1977",N,N
KOOC-2706923-124,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",N,N
KOOC-2706924-119,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",N,N
KOOC-2706924-120,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",N,N
KOOC-2706924-121,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",N,N
KOOC-2706924-122,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",Y,N
KOOC-2706924-123,,,,"D. Olson and B. Waukenabo on August 23, 1977",D. Olson and B. Waukenabo,"August 23, 1977",N,N
KOOC-2706924-G-1,Below 80cm non-horticultural quality peat,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-2,Fair to poor quality horticultural peat; hit stump at 110cm,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-3,0-155cm fair to good quality horticultural peat,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-4,0-135cm generally fair quality horticultural peat,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-5,Fair quality horticultural peat,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-6,Generally fair quality horticultural peat to 120cm,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706924-G-7,Non-horticultural quality peat,,,"M. Oberhelman and D. Riihiluoma on May 4, 1988",M. Oberhelman and D. Riihiluoma,"May 4, 1988",N,N
KOOC-2706926-101,,,,"B. Waukenabo on October 3, 1977",B. Waukenabo,"October 3, 1977",Y,N
KOOC-2715201-1,Lab analyses by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2715214-526,,,,"T. Malterer and N. Aaseng on December 10, 1979",T. Malterer and N. Aaseng,"December 10, 1979",N,N
KOOC-2715222-525,,,,"T. Malterer and N. Aaseng on December 10, 1979",T. Malterer and N. Aaseng,"December 10, 1979",N,N
KOOC-2715303-537,,,,"D. Haverkost and H. Mooers on April 3, 1980",D. Haverkost and H. Mooers,"April 3, 1980",N,N
KOOC-2715310-536,,,,"D. Mellum and S. Nelson on April 3, 1980",D. Mellum and S. Nelson,"April 3, 1980",N,N
KOOC-2715311-539,,,,"D. Haverkost and H. Mooers on April 3, 1980",D. Haverkost and H. Mooers,"April 3, 1980",N,N
KOOC-2715317-1,Lab analyses by Farnham 1976,,Ridge Bog,"R. Fox on October 26, 1976",R. Fox,"October 26, 1976",Y,N
KOOC-2715318-2,Lab analyses by Farnham 1976,,Ridge Bog,"R. Fox on October 26, 1976",R. Fox,"October 26, 1976",Y,N
KOOC-2715318-3,Lab analyses by Farnham 1976,,Ridge Bog,"R. Fox on October 26, 1976",R. Fox,"October 26, 1976",Y,N
KOOC-2715319-4,Lab analyses by Farnham 1976,,Ridge Bog,"R. Fox on October 26, 1976",R. Fox,"October 26, 1976",Y,N
KOOC-2715336-5,,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",N,N
KOOC-2715336-6,Lab analyses by Farnham 1976,,,"M. Domeier on October 25, 1976",M. Domeier,"October 25, 1976",Y,N
KOOC-2715401-1,,,,"T. Malterer on August 17, 1976",T. Malterer,"August 17, 1976",N,N
KOOC-2715401-2,,,,"T. Malterer on August 17, 1976",T. Malterer,"August 17, 1976",N,N
KOOC-2715401-4,,,,"M. Domeier on August 7, 1976",M. Domeier,"August 7, 1976",N,N
KOOC-2715401-7,"Proximate and ultimate analyses performed on a composite sample of 35-50cm, 85-100cm, 135-150cm and 180-195cm depths",,,"D. Mellum and B. Sethers on March 25, 1980",D. Mellum and B. Sethers,"March 25, 1980",Y,Y
KOOC-2715402-114,,,,"D. Haverkost and B. Sethers on March 26, 1980",D. Haverkost and B. Sethers,"March 26, 1980",N,N
KOOC-2715402-13,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715402-14,,,,"D. Haverkost and B. Sethers on March 27, 1980",D. Haverkost and B. Sethers,"March 27, 1980",N,N
KOOC-2715402-5,,,,"D. Haverkost and B. Sethers on March 26, 1980",D. Haverkost and B. Sethers,"March 26, 1980",Y,Y
KOOC-2715402-511,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715402-6,,,,"H. Mooers and L. Severson on March 25, 1980",H. Mooers and L. Severson,"March 25, 1980",N,N
KOOC-2715402-7,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715402-70,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715402-9,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-11,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-12,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-13,,,,"M. Domeier on August 16, 1976",M. Domeier,"August 16, 1976",N,N
KOOC-2715403-14,,,,"M. Domeier on August 16, 1976",M. Domeier,"August 16, 1976",N,N
KOOC-2715403-15,"Proximate and ulitmate analyses perfomed on composite sample of 35-50cm, 85-100cm, 135-150cm and 185-200cm depths",,,"B. Sethers and D. Haverkost on March 26, 1980",B. Sethers and D. Haverkost,"March 26, 1980",Y,Y
KOOC-2715403-16,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-17,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-18,,,,"M. Domeier on August 19, 1976",M. Domeier,"August 19, 1976",N,N
KOOC-2715403-19,,,,"R. Zarth on August 26, 1976",R. Zarth,"August 26, 1976",N,N
KOOC-2715403-2,,,,"H. Moores and L. Severson on March 27, 1980",H. Moores and L. Severson,"March 27, 1980",N,N
KOOC-2715403-20,,,,"M. Domeier on August 17, 1976",M. Domeier,"August 17, 1976",N,N
KOOC-2715403-21,,,,"M. Domeier on August 26, 1976",M. Domeier,"August 26, 1976",N,N
KOOC-2715403-3,"Proximate and ultimate analyses performed on two composite samples of 35-50cm, 85-100cm & 135-150cm depths and 185-200cm, 235-250cm & 285-300cm depths",,,"D. Haverkost, B. Sethers, and D. Mellum on March 25, 1980","D. Haverkost, B. Sethers, and D. Mellum","March 25, 1980",Y,Y
KOOC-2715403-36,,,,"M. Domeier on August 16, 1976",M. Domeier,"August 16, 1976",N,N
KOOC-2715403-4,,,,"L. Severson and H. Moores on March 27, 1980",L. Severson and H. Moores,"March 27, 1980",N,N
